7.408091425895690918e-01,4.795423448085784912e-01,3.924952745437622070e-01,3.601130247116088867e-01,3.320077955722808838e-01,3.279422521591186523e-01,3.424503207206726074e-01,3.858886063098907471e-01,5.442930459976196289e-01,3.552685678005218506e-01,3.519489765167236328e-01,3.985720872879028320e-01,7.091196775436401367e-01,5.667318701744079590e-01,5.083978772163391113e-01,5.486912131309509277e-01,3.439162075519561768e-01,3.616619110107421875e-01,3.633580505847930908e-01,3.489183187484741211e-01,4.012278616428375244e-01,6.936588883399963379e-01,1.000000000000000000e+00,8.897905349731445312e-01,8.448707461357116699e-01,1.000000000000000000e+00,8.106127381324768066e-01
1.806047558784484863e-01,1.807753741741180420e-01,1.866489648818969727e-01,2.037083804607391357e-01,2.499229162931442261e-01,2.960045635700225830e-01,2.943333685398101807e-01,3.266061842441558838e-01,4.850712418556213379e-01,8.775716423988342285e-01,7.704141736030578613e-01,1.000000000000000000e+00,6.054486036300659180e-01,3.034109473228454590e-01,2.610252201557159424e-01,2.264972925186157227e-01,2.055164724588394165e-01,1.931430250406265259e-01,1.910566687583923340e-01,1.963095217943191528e-01,2.211250513792037964e-01,2.483140826225280762e-01,2.037083804607391357e-01,1.866489648818969727e-01,1.807753741741180420e-01,7.063460946083068848e-01,1.000000000000000000e+00
8.510733246803283691e-01,5.733838677406311035e-01,4.493331015110015869e-01,4.025904536247253418e-01,3.711700737476348877e-01,3.666249513626098633e-01,3.848463892936706543e-01,4.197512865066528320e-01,5.340180993080139160e-01,6.387426257133483887e-01,5.028908848762512207e-01,5.907866954803466797e-01,8.523856997489929199e-01,5.868713855743408203e-01,5.820903182029724121e-01,3.999790549278259277e-01,3.950581848621368408e-01,5.764217972755432129e-01,3.828443586826324463e-01,3.900752961635589600e-01,4.747354686260223389e-01,7.257803082466125488e-01,1.000000000000000000e+00,8.937551975250244141e-01,8.609485030174255371e-01,1.000000000000000000e+00,8.273967504501342773e-01
1.778568476438522339e-01,1.780790239572525024e-01,1.833306401968002319e-01,1.988499909639358521e-01,2.578924298286437988e-01,3.897662758827209473e-01,3.928986191749572754e-01,4.342949390411376953e-01,6.132838129997253418e-01,1.000000000000000000e+00,9.288231730461120605e-01,9.383107423782348633e-01,4.805427193641662598e-01,3.157898187637329102e-01,2.428902089595794678e-01,2.098786085844039917e-01,1.824658662080764771e-01,1.751686781644821167e-01,1.661320030689239502e-01,1.691978573799133301e-01,1.942225992679595947e-01,2.121273726224899292e-01,1.988499909639358521e-01,1.833306401968002319e-01,1.780790239572525024e-01,6.013892889022827148e-01,1.000000000000000000e+00
8.527665138244628906e-01,6.148188114166259766e-01,4.701806902885437012e-01,4.068531394004821777e-01,3.831893205642700195e-01,3.774483501911163330e-01,4.014506936073303223e-01,4.378702342510223389e-01,4.858814477920532227e-01,5.655696392059326172e-01,5.129331946372985840e-01,5.728815197944641113e-01,8.657101988792419434e-01,5.684576630592346191e-01,5.215079188346862793e-01,4.471220374107360840e-01,3.968351781368255615e-01,5.696566700935363770e-01,3.898969888687133789e-01,3.971789181232452393e-01,4.840524494647979736e-01,7.172622084617614746e-01,1.000000000000000000e+00,9.092261195182800293e-01,8.623936176300048828e-01,1.000000000000000000e+00,8.223376274108886719e-01
1.510435640811920166e-01,1.572438031435012817e-01,1.618809700012207031e-01,1.755845695734024048e-01,2.166175693273544312e-01,3.371955454349517822e-01,3.555316627025604248e-01,3.912030458450317383e-01,5.308348536491394043e-01,7.941781878471374512e-01,8.376690745353698730e-01,1.000000000000000000e+00,6.174987554550170898e-01,3.034109473228454590e-01,2.464446872472763062e-01,2.026461958885192871e-01,1.776790916919708252e-01,1.580261141061782837e-01,1.510435640811920166e-01,1.570476144552230835e-01,1.618809700012207031e-01,1.873085051774978638e-01,1.685977727174758911e-01,1.542748063802719116e-01,1.510435640811920166e-01,5.900779366493225098e-01,1.000000000000000000e+00
8.387055993080139160e-01,5.414497852325439453e-01,4.124863445758819580e-01,3.650180101394653320e-01,3.490194678306579590e-01,3.515281677246093750e-01,3.786074221134185791e-01,4.049615263938903809e-01,3.961867988109588623e-01,3.780267536640167236e-01,4.156695604324340820e-01,5.336851477622985840e-01,6.759748458862304688e-01,3.618445098400115967e-01,3.355411589145660400e-01,3.469677865505218506e-01,3.584898114204406738e-01,5.018638372421264648e-01,3.601710796356201172e-01,3.563385307788848877e-01,4.575571119785308838e-01,7.022747397422790527e-01,1.000000000000000000e+00,8.954581618309020996e-01,8.478236198425292969e-01,1.000000000000000000e+00,8.041174411773681641e-01
2.184047400951385498e-01,2.186110764741897583e-01,2.257139831781387329e-01,2.463438659906387329e-01,3.022309541702270508e-01,3.934770226478576660e-01,3.922145962715148926e-01,4.450914561748504639e-01,5.865950584411621094e-01,9.603970646858215332e-01,1.000000000000000000e+00,8.637056350708007812e-01,8.022174239158630371e-01,4.324526786804199219e-01,3.545403182506561279e-01,2.949835956096649170e-01,2.619549036026000977e-01,2.420978397130966187e-01,2.310442030429840088e-01,2.373964637517929077e-01,2.492549717426300049e-01,3.002853989601135254e-01,2.463438659906387329e-01,2.257139831781387329e-01,2.186110764741897583e-01,6.857143044471740723e-01,1.000000000000000000e+00
6.521739363670349121e-01,4.886378049850463867e-01,4.314251542091369629e-01,4.051795005798339844e-01,3.955547809600830078e-01,4.044610857963562012e-01,4.621802568435668945e-01,5.155711174011230469e-01,5.257648229598999023e-01,3.937124013900756836e-01,4.013935327529907227e-01,4.770431518554687500e-01,6.958611607551574707e-01,9.297719001770019531e-01,4.165054559707641602e-01,4.044610857963562012e-01,6.177068352699279785e-01,4.314251542091369629e-01,3.892551362514495850e-01,4.220544993877410889e-01,6.408152580261230469e-01,9.624323248863220215e-01,1.000000000000000000e+00,9.004546999931335449e-01,8.526788353919982910e-01,1.000000000000000000e+00,8.361914157867431641e-01
2.072062790393829346e-01,2.074202299118041992e-01,2.147741019725799561e-01,2.360261231660842896e-01,2.864515185356140137e-01,4.212066829204559326e-01,4.182478487491607666e-01,5.079864263534545898e-01,8.820232748985290527e-01,9.020611047744750977e-01,1.000000000000000000e+00,7.743790745735168457e-01,3.862720131874084473e-01,3.159050047397613525e-01,2.658945322036743164e-01,2.377113699913024902e-01,2.135314345359802246e-01,1.980119347572326660e-01,1.995737552642822266e-01,2.072062790393829346e-01,2.147741019725799561e-01,2.586222589015960693e-01,2.232792675495147705e-01,2.033167779445648193e-01,2.033167779445648193e-01,6.414534449577331543e-01,1.000000000000000000e+00
