2.321462929248809814e-01,2.321462929248809814e-01,2.321462929248809814e-01,2.325992584228515625e-01,2.339529097080230713e-01,2.361917346715927124e-01,2.392909228801727295e-01,2.432175576686859131e-01,2.479323446750640869e-01,2.533912956714630127e-01,2.595474421977996826e-01,2.676337361335754395e-01,2.723123133182525635e-01,2.723123133182525635e-01,2.770068645477294922e-01,2.771967947483062744e-01,2.790889441967010498e-01,2.726020514965057373e-01,2.684191465377807617e-01,2.604583203792572021e-01,2.564878463745117188e-01,2.543242275714874268e-01,2.466554343700408936e-01,2.421332150697708130e-01,2.305538952350616455e-01,2.272198498249053955e-01,2.209966778755187988e-01,2.173952013254165649e-01,2.173952013254165649e-01,2.118782103061676025e-01,2.103825807571411133e-01,2.103825807571411133e-01,2.062136679887771606e-01,1.992037147283554077e-01,1.992037147283554077e-01,1.980112642049789429e-01,1.980112642049789429e-01,1.980112642049789429e-01,1.980112642049789429e-01,2.011754363775253296e-01,2.077393233776092529e-01,2.077393233776092529e-01,2.077393233776092529e-01,2.077393233776092529e-01,2.115052938461303711e-01,2.115052938461303711e-01,2.322596162557601929e-01,2.394008636474609375e-01,2.470818012952804565e-01,2.708589434623718262e-01,3.400374948978424072e-01,9.269968867301940918e-01,9.433453679084777832e-01,9.678805470466613770e-01,9.960978627204895020e-01,1.000000000000000000e+00,7.342544198036193848e-01,6.217383742332458496e-01,5.233357548713684082e-01,4.486704766750335693e-01,3.863357305526733398e-01,3.311773538589477539e-01,3.116089701652526855e-01,2.845050096511840820e-01,2.692022919654846191e-01,2.564878463745117188e-01,2.470818012952804565e-01,2.322596162557601929e-01,2.267561405897140503e-01,2.234832048416137695e-01,2.156939208507537842e-01,2.143477350473403931e-01,2.142249345779418945e-01,2.092538326978683472e-01,2.092538326978683472e-01,2.092538326978683472e-01,2.103825807571411133e-01,2.103825807571411133e-01,2.103825807571411133e-01,2.108822911977767944e-01,2.118782103061676025e-01,2.153276056051254272e-01,2.173952013254165649e-01,2.173952013254165649e-01,2.209966778755187988e-01,2.250086963176727295e-01,2.294096946716308594e-01,2.305538952350616455e-01,2.321462929248809814e-01,2.321462929248809814e-01,1.000000000000000000e+00,6.655261516571044922e-01
4.791574180126190186e-01,5.512356162071228027e-01,6.763878464698791504e-01,7.898205518722534180e-01,8.634098172187805176e-01,9.340215921401977539e-01,9.565843939781188965e-01,9.753159880638122559e-01,1.000000000000000000e+00,4.528006315231323242e-01,3.583191335201263428e-01,3.138737380504608154e-01,2.923565208911895752e-01,2.722335159778594971e-01,2.538365423679351807e-01,2.414104044437408447e-01,2.270383089780807495e-01,2.209327369928359985e-01,2.133016139268875122e-01,2.076792120933532715e-01,2.042314857244491577e-01,2.031987011432647705e-01,2.030692398548126221e-01,2.030692398548126221e-01,2.031987011432647705e-01,2.042314857244491577e-01,2.147760689258575439e-01,2.202173620462417603e-01,2.276167422533035278e-01,2.367907315492630005e-01,2.475420981645584106e-01,2.639939785003662109e-01,2.627958357334136963e-01,2.454080730676651001e-01,2.375669181346893311e-01,2.270383089780807495e-01,2.209327369928359985e-01,2.156315147876739502e-01,2.111951857805252075e-01,2.076792120933532715e-01,2.062815427780151367e-01,2.042314857244491577e-01,2.031987011432647705e-01,2.030692398548126221e-01,2.030692398548126221e-01,2.030692398548126221e-01,2.030692398548126221e-01,2.030692398548126221e-01,2.031987011432647705e-01,2.042314857244491577e-01,2.062815427780151367e-01,2.076792120933532715e-01,2.111951857805252075e-01,2.156315147876739502e-01,2.209327369928359985e-01,2.270383089780807495e-01,2.375669181346893311e-01,2.454080730676651001e-01,2.627958357334136963e-01,2.821016013622283936e-01,3.029589653015136719e-01,2.986750900745391846e-01,2.695150077342987061e-01,2.522776424884796143e-01,2.234185338020324707e-01,2.123129665851593018e-01,2.031987011432647705e-01,2.030692398548126221e-01,1.907827705144882202e-01,1.907827705144882202e-01,1.882851421833038330e-01,1.882851421833038330e-01,1.881454139947891235e-01,1.881454139947891235e-01,1.881454139947891235e-01,1.891213506460189819e-01,1.914707720279693604e-01,2.005934864282608032e-01,2.103217095136642456e-01,2.156315147876739502e-01,2.277322560548782349e-01,2.353424578905105591e-01,2.437952905893325806e-01,2.659789323806762695e-01,2.895544469356536865e-01,3.005185127258300781e-01,3.307636380195617676e-01,3.571428656578063965e-01,3.898836374282836914e-01,4.301028251647949219e-01,9.419174790382385254e-01,1.000000000000000000e+00
4.077062308788299561e-01,4.614185988903045654e-01,5.495913624763488770e-01,6.294922828674316406e-01,7.005942463874816895e-01,7.672424912452697754e-01,8.237283229827880859e-01,8.754802346229553223e-01,8.955728411674499512e-01,9.185135364532470703e-01,9.495094418525695801e-01,9.899982213973999023e-01,1.000000000000000000e+00,9.941930174827575684e-01,9.590530991554260254e-01,9.052187800407409668e-01,8.269437551498413086e-01,7.073626518249511719e-01,3.820458054542541504e-01,3.037759959697723389e-01,2.765460014343261719e-01,2.635930776596069336e-01,2.635930776596069336e-01,2.547498047351837158e-01,2.477887719869613647e-01,2.468132227659225464e-01,2.468132227659225464e-01,2.468132227659225464e-01,2.468132227659225464e-01,2.554591000080108643e-01,2.656444013118743896e-01,2.771995067596435547e-01,2.813031971454620361e-01,3.029807806015014648e-01,3.265493810176849365e-01,3.516289889812469482e-01,3.959992825984954834e-01,4.427406787872314453e-01,5.010243058204650879e-01,5.812718272209167480e-01,7.397877573966979980e-01,8.631303310394287109e-01,8.745841383934020996e-01,8.693965673446655273e-01,8.677300214767456055e-01,8.676605224609375000e-01,8.677300214767456055e-01,8.693965673446655273e-01,8.732728958129882812e-01,8.811796903610229492e-01,8.898977041244506836e-01,9.036849737167358398e-01,9.205468297004699707e-01,9.446056485176086426e-01,9.455629587173461914e-01,6.856270432472229004e-01,4.992153048515319824e-01,4.427406787872314453e-01,3.657535016536712646e-01,3.294913172721862793e-01,2.957275211811065674e-01,2.554591000080108643e-01,2.468132227659225464e-01,2.264212518930435181e-01,2.112630754709243774e-01,1.979996412992477417e-01,1.870345026254653931e-01,1.870345026254653931e-01,1.787910014390945435e-01,1.787910014390945435e-01,1.774365156888961792e-01,1.770962625741958618e-01,1.770962625741958618e-01,1.770962625741958618e-01,1.770962625741958618e-01,1.770962625741958618e-01,1.801353245973587036e-01,1.801353245973587036e-01,1.863884478807449341e-01,1.863884478807449341e-01,1.943098902702331543e-01,2.042964398860931396e-01,2.132521420717239380e-01,2.261547297239303589e-01,2.309052795171737671e-01,2.408769726753234863e-01,2.468132227659225464e-01,2.851364016532897949e-01,3.145065307617187500e-01,3.340362608432769775e-01,5.572458505630493164e-01,8.256290555000305176e-01
4.322836399078369141e-01,4.897436201572418213e-01,5.346025228500366211e-01,5.668842792510986328e-01,6.157359480857849121e-01,8.097466826438903809e-01,8.001849055290222168e-01,7.934027910232543945e-01,8.037480711936950684e-01,8.395498991012573242e-01,1.000000000000000000e+00,9.600970745086669922e-01,9.514775276184082031e-01,8.520151972770690918e-01,4.702025949954986572e-01,3.755747079849243164e-01,3.400221467018127441e-01,2.984419763088226318e-01,2.764346003532409668e-01,2.690414190292358398e-01,2.486076802015304565e-01,2.260819673538208008e-01,2.256228178739547729e-01,2.216556221246719360e-01,2.202999144792556763e-01,2.189358174800872803e-01,2.130680233240127563e-01,2.125807553529739380e-01,2.125807553529739380e-01,2.173512279987335205e-01,2.237767875194549561e-01,2.317197918891906738e-01,2.377088665962219238e-01,2.444950938224792480e-01,2.459048330783843994e-01,2.477720230817794800e-01,2.447776943445205688e-01,2.433614134788513184e-01,2.368347644805908203e-01,2.340944260358810425e-01,2.306731939315795898e-01,2.281114757061004639e-01,2.264384478330612183e-01,2.258269935846328735e-01,2.256228178739547729e-01,2.256228178739547729e-01,2.256228178739547729e-01,2.258269935846328735e-01,2.316700518131256104e-01,2.328606545925140381e-01,2.353706955909729004e-01,2.387246191501617432e-01,2.428874820470809937e-01,2.478185296058654785e-01,2.555103302001953125e-01,2.620555162429809570e-01,2.743006050586700439e-01,2.880291342735290527e-01,3.061791658401489258e-01,3.292797207832336426e-01,3.577247560024261475e-01,3.889578282833099365e-01,4.014652669429779053e-01,3.860139548778533936e-01,3.752063810825347900e-01,3.568217456340789795e-01,3.037990629673004150e-01,2.688271999359130859e-01,2.507765591144561768e-01,2.344387173652648926e-01,2.248554825782775879e-01,2.219673097133636475e-01,2.146842330694198608e-01,2.126349508762359619e-01,2.132301926612854004e-01,2.143619656562805176e-01,2.173512279987335205e-01,2.173512279987335205e-01,2.208745032548904419e-01,2.286664247512817383e-01,2.371750771999359131e-01,2.503626942634582520e-01,2.555554211139678955e-01,2.598477602005004883e-01,2.736697793006896973e-01,2.884289026260375977e-01,2.980943024158477783e-01,3.285791277885437012e-01,3.638882040977478027e-01,3.855061829090118408e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.948655545711517334e-01,1.948655545711517334e-01,1.948655545711517334e-01,1.951690465211868286e-01,1.961370259523391724e-01,1.984767168760299683e-01,2.006122171878814697e-01,2.092756778001785278e-01,2.141399532556533813e-01,2.242912650108337402e-01,2.656079232692718506e-01,4.019907414913177490e-01,3.790143728256225586e-01,3.646899163722991943e-01,3.616588115692138672e-01,3.625740706920623779e-01,3.631286323070526123e-01,3.677604496479034424e-01,3.542181849479675293e-01,3.281639516353607178e-01,3.063758313655853271e-01,2.977945804595947266e-01,2.967992126941680908e-01,2.880970835685729980e-01,2.681361138820648193e-01,2.586538791656494141e-01,2.249762862920761108e-01,2.132537066936492920e-01,2.119732201099395752e-01,2.082550972700119019e-01,2.000213116407394409e-01,1.961370259523391724e-01,1.961370259523391724e-01,1.961370259523391724e-01,1.968598961830139160e-01,2.014365643262863159e-01,2.037734985351562500e-01,2.046429663896560669e-01,2.089926898479461670e-01,2.114700525999069214e-01,2.261831760406494141e-01,2.466604262590408325e-01,2.586081027984619141e-01,2.711649835109710693e-01,3.079173564910888672e-01,3.263191878795623779e-01,3.698146343231201172e-01,4.194553792476654053e-01,5.298772454261779785e-01,7.586063146591186523e-01,7.977294325828552246e-01,8.156166076660156250e-01,8.314273953437805176e-01,8.581199645996093750e-01,8.835649490356445312e-01,9.145442247390747070e-01,9.570447802543640137e-01,1.000000000000000000e+00,9.461358189582824707e-01,6.005765795707702637e-01,4.983103871345520020e-01,4.322414696216583252e-01,3.786394298076629639e-01,3.496778011322021484e-01,3.127991855144500732e-01,2.967992126941680908e-01,2.687093913555145264e-01,2.433266937732696533e-01,2.202976346015930176e-01,2.089926898479461670e-01,1.985363513231277466e-01,1.897568702697753906e-01,1.893197149038314819e-01,1.877501308917999268e-01,1.877501308917999268e-01,1.889442056417465210e-01,1.937690824270248413e-01,2.032500356435775757e-01,2.167769819498062134e-01,2.280074656009674072e-01,2.471877336502075195e-01,2.645809352397918701e-01,2.657861411571502686e-01,2.569550573825836182e-01,2.466604262590408325e-01,2.338002026081085205e-01,2.160659581422805786e-01,2.052782326936721802e-01,1.995473206043243408e-01,1.994879990816116333e-01,8.848550319671630859e-01,7.630282044410705566e-01
2.184647023677825928e-01,2.315840572118759155e-01,2.456069439649581909e-01,2.673795521259307861e-01,2.906568348407745361e-01,2.999048531055450439e-01,3.334645032882690430e-01,3.926228880882263184e-01,6.780501604080200195e-01,6.760880351066589355e-01,6.714142560958862305e-01,6.770334839820861816e-01,7.044227123260498047e-01,7.695813775062561035e-01,9.997293353080749512e-01,9.925177693367004395e-01,1.000000000000000000e+00,9.599334001541137695e-01,8.844364881515502930e-01,8.431975245475769043e-01,6.726954579353332520e-01,5.709372162818908691e-01,5.120569467544555664e-01,4.922645092010498047e-01,4.774485230445861816e-01,4.595955908298492432e-01,4.591671526432037354e-01,4.517672955989837646e-01,4.456264674663543701e-01,4.463435709476470947e-01,4.631681144237518311e-01,4.762619435787200928e-01,4.762619435787200928e-01,4.916644394397735596e-01,5.346211194992065430e-01,5.505807399749755859e-01,5.629965662956237793e-01,6.117091774940490723e-01,6.567065715789794922e-01,6.814160943031311035e-01,7.410822510719299316e-01,8.081276416778564453e-01,8.419712185859680176e-01,8.482880592346191406e-01,8.490127921104431152e-01,8.487519621849060059e-01,8.490127921104431152e-01,8.516455292701721191e-01,8.630945086479187012e-01,8.708412647247314453e-01,8.812597393989562988e-01,8.963175415992736816e-01,9.121249914169311523e-01,9.358481764793395996e-01,9.631316065788269043e-01,9.876475930213928223e-01,9.511798620223999023e-01,4.119476377964019775e-01,3.425623178482055664e-01,2.455067634582519531e-01,1.792470365762710571e-01,1.695125401020050049e-01,1.576308012008666992e-01,1.531985253095626831e-01,1.499524265527725220e-01,1.409892737865447998e-01,1.332750916481018066e-01,1.200685352087020874e-01,1.088939979672431946e-01,1.088939979672431946e-01,1.068413555622100830e-01,1.068413555622100830e-01,1.068413555622100830e-01,1.068413555622100830e-01,1.068413555622100830e-01,1.097939610481262207e-01,1.109086498618125916e-01,1.109086498618125916e-01,1.190396547317504883e-01,1.190396547317504883e-01,1.240988001227378845e-01,1.304768472909927368e-01,1.323489248752593994e-01,1.323489248752593994e-01,1.411636620759963989e-01,1.510964930057525635e-01,1.576308012008666992e-01,1.686395108699798584e-01,1.803416907787322998e-01,2.122966498136520386e-01,3.592880070209503174e-01,7.669010758399963379e-01
6.121376156806945801e-01,6.719449162483215332e-01,7.426022291183471680e-01,7.468367218971252441e-01,7.789335250854492188e-01,1.000000000000000000e+00,9.184690117835998535e-01,8.528265953063964844e-01,7.936080694198608398e-01,7.726207971572875977e-01,7.621782422065734863e-01,7.116829156875610352e-01,4.508983790874481201e-01,3.841676414012908936e-01,3.618893027305603027e-01,3.297024667263031006e-01,3.005028963088989258e-01,2.895627021789550781e-01,2.805828154087066650e-01,2.653606235980987549e-01,2.607060670852661133e-01,2.585626542568206787e-01,2.584191262722015381e-01,2.511382400989532471e-01,2.511382400989532471e-01,2.521702051162719727e-01,2.550957202911376953e-01,2.615585029125213623e-01,2.703469693660736084e-01,2.736207246780395508e-01,2.821650803089141846e-01,2.894345521926879883e-01,3.111778199672698975e-01,3.291393518447875977e-01,3.485200107097625732e-01,3.390229344367980957e-01,3.314979970455169678e-01,3.216138780117034912e-01,3.052799105644226074e-01,3.008730709552764893e-01,2.974003851413726807e-01,2.863416373729705811e-01,2.847826182842254639e-01,2.756470739841461182e-01,2.756470739841461182e-01,2.756470739841461182e-01,2.704841494560241699e-01,2.704841494560241699e-01,2.704841494560241699e-01,2.704841494560241699e-01,2.704841494560241699e-01,2.737562656402587891e-01,2.780591845512390137e-01,2.833459675312042236e-01,2.895627021789550781e-01,2.970258891582489014e-01,3.013658821582794189e-01,3.394604027271270752e-01,3.915331661701202393e-01,4.325036704540252686e-01,4.587293267250061035e-01,4.049482345581054688e-01,3.585937023162841797e-01,3.187169134616851807e-01,2.924947142601013184e-01,2.777922153472900391e-01,2.671719789505004883e-01,2.589927315711975098e-01,2.589927315711975098e-01,2.589927315711975098e-01,2.591359615325927734e-01,2.591359615325927734e-01,2.591359615325927734e-01,2.619836926460266113e-01,2.619836926460266113e-01,2.723976671695709229e-01,2.773912549018859863e-01,2.868594527244567871e-01,2.923678457736968994e-01,3.055228590965270996e-01,3.256263136863708496e-01,3.416392505168914795e-01,3.547450304031372070e-01,3.814540207386016846e-01,4.254987537860870361e-01,4.794508516788482666e-01,5.182719230651855469e-01,5.456799268722534180e-01,5.737835764884948730e-01,5.880257487297058105e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.511009871959686279e-01,2.929581701755523682e-01,5.395836234092712402e-01,4.764306247234344482e-01,4.034198522567749023e-01,3.841106295585632324e-01,3.471887409687042236e-01,3.158639669418334961e-01,3.045046627521514893e-01,2.866875529289245605e-01,2.636384367942810059e-01,2.560737729072570801e-01,2.497680783271789551e-01,2.439080476760864258e-01,2.439080476760864258e-01,2.439080476760864258e-01,2.448187172412872314e-01,2.467803210020065308e-01,2.467803210020065308e-01,2.544755637645721436e-01,2.606673836708068848e-01,2.585242688655853271e-01,2.583807706832885742e-01,2.511009871959686279e-01,2.466299831867218018e-01,2.369664609432220459e-01,2.319038510322570801e-01,2.275446653366088867e-01,2.222675532102584839e-01,2.205925583839416504e-01,2.195814400911331177e-01,2.195814400911331177e-01,2.195814400911331177e-01,2.254157364368438721e-01,2.317438572645187378e-01,2.327021360397338867e-01,2.342905700206756592e-01,2.437559366226196289e-01,2.619448304176330566e-01,2.658798396587371826e-01,2.862991690635681152e-01,3.490000665187835693e-01,3.970254957675933838e-01,4.715006649494171143e-01,6.744898557662963867e-01,8.356087207794189453e-01,8.442196249961853027e-01,8.407858610153198242e-01,8.382233977317810059e-01,8.361412286758422852e-01,8.399914503097534180e-01,8.447466492652893066e-01,8.609246611595153809e-01,8.832525014877319336e-01,9.475527405738830566e-01,1.000000000000000000e+00,7.425419688224792480e-01,6.401844024658203125e-01,5.604209899902343750e-01,4.896374344825744629e-01,4.347490668296813965e-01,3.931767344474792480e-01,3.777821958065032959e-01,3.568815588951110840e-01,3.363364040851593018e-01,3.228324055671691895e-01,3.019360005855560303e-01,2.757407128810882568e-01,2.436037361621856689e-01,2.298153042793273926e-01,2.127178162336349487e-01,2.127178162336349487e-01,2.118442207574844360e-01,2.118442207574844360e-01,2.118442207574844360e-01,2.127178162336349487e-01,2.153173089027404785e-01,2.254157364368438721e-01,2.254157364368438721e-01,2.275446653366088867e-01,2.195814400911331177e-01,2.160052359104156494e-01,2.160052359104156494e-01,2.153173089027404785e-01,2.153173089027404785e-01,2.153173089027404785e-01,2.153173089027404785e-01,2.153173089027404785e-01,2.214316427707672119e-01,2.350807636976242065e-01,8.830582499504089355e-01,6.995113492012023926e-01
4.335726201534271240e-01,5.191347599029541016e-01,6.037467718124389648e-01,5.693982839584350586e-01,4.991675019264221191e-01,4.591441154479980469e-01,4.266968965530395508e-01,4.042290449142456055e-01,3.875368833541870117e-01,3.679638803005218506e-01,3.499405682086944580e-01,3.409782648086547852e-01,3.262966573238372803e-01,3.201490044593811035e-01,3.138809502124786377e-01,3.119611740112304688e-01,3.053739368915557861e-01,3.053739368915557861e-01,3.053739368915557861e-01,3.055252134799957275e-01,3.100295066833496094e-01,3.077856004238128662e-01,3.076354265213012695e-01,3.076354265213012695e-01,3.035525977611541748e-01,2.919119298458099365e-01,2.892082333564758301e-01,2.838864028453826904e-01,2.802824079990386963e-01,2.802824079990386963e-01,2.802824079990386963e-01,2.884082198143005371e-01,2.923864424228668213e-01,2.991052567958831787e-01,3.065821230411529541e-01,3.153497576713562012e-01,3.253037929534912109e-01,3.446179926395416260e-01,3.740669190883636475e-01,4.052565991878509521e-01,4.287496209144592285e-01,4.899168014526367188e-01,5.788158178329467773e-01,6.702690720558166504e-01,7.816045880317687988e-01,1.000000000000000000e+00,9.733035564422607422e-01,9.491702914237976074e-01,9.467328786849975586e-01,9.396778345108032227e-01,9.153143763542175293e-01,9.120268225669860840e-01,9.088799953460693359e-01,9.088799953460693359e-01,9.372650384902954102e-01,9.778035879135131836e-01,7.942724823951721191e-01,6.874233484268188477e-01,5.510030984878540039e-01,4.789467751979827881e-01,4.372870624065399170e-01,4.173900187015533447e-01,4.002079069614410400e-01,3.770201206207275391e-01,3.451539278030395508e-01,3.303781449794769287e-01,3.178311288356781006e-01,2.981768250465393066e-01,2.909605503082275391e-01,2.774654328823089600e-01,2.774654328823089600e-01,2.774654328823089600e-01,2.802824079990386963e-01,2.802824079990386963e-01,2.923864424228668213e-01,2.934906780719757080e-01,3.018733859062194824e-01,3.065821230411529541e-01,3.195711076259613037e-01,3.274276554584503174e-01,3.364762365818023682e-01,3.546626269817352295e-01,3.744373619556427002e-01,3.869402110576629639e-01,4.178326129913330078e-01,4.317569434642791748e-01,4.269134402275085449e-01,4.247430562973022461e-01,4.247430562973022461e-01,4.247430562973022461e-01,1.000000000000000000e+00,7.214560508728027344e-01
7.136798501014709473e-01,8.075050115585327148e-01,8.572905659675598145e-01,8.614016175270080566e-01,1.000000000000000000e+00,9.099609851837158203e-01,8.578637242317199707e-01,8.038445711135864258e-01,7.572050690650939941e-01,7.272814512252807617e-01,7.000333666801452637e-01,6.476036906242370605e-01,4.714117646217346191e-01,3.938735723495483398e-01,3.574849963188171387e-01,3.174300789833068848e-01,2.946437597274780273e-01,2.809815108776092529e-01,2.726583778858184814e-01,2.567591965198516846e-01,2.372323423624038696e-01,2.352819144725799561e-01,2.351513206958770752e-01,2.294650673866271973e-01,2.294650673866271973e-01,2.294650673866271973e-01,2.321271598339080811e-01,2.358036041259765625e-01,2.383949309587478638e-01,2.383949309587478638e-01,2.392952740192413330e-01,2.524152100086212158e-01,2.662741839885711670e-01,2.771284878253936768e-01,2.950605154037475586e-01,3.135350942611694336e-01,3.414870798587799072e-01,3.100868463516235352e-01,2.950605154037475586e-01,2.737827599048614502e-01,2.629071772098541260e-01,2.605597376823425293e-01,2.513175010681152344e-01,2.508280575275421143e-01,2.508280575275421143e-01,2.434948682785034180e-01,2.306668013334274292e-01,2.244569659233093262e-01,2.186331301927566528e-01,2.156622409820556641e-01,2.156622409820556641e-01,2.140896022319793701e-01,2.140896022319793701e-01,2.140896022319793701e-01,2.140896022319793701e-01,2.173648625612258911e-01,2.177884280681610107e-01,2.196144908666610718e-01,2.228085398674011230e-01,2.330517023801803589e-01,2.494772076606750488e-01,2.791166901588439941e-01,3.697355091571807861e-01,3.569690287113189697e-01,2.984765172004699707e-01,2.693711817264556885e-01,2.591410577297210693e-01,2.508280575275421143e-01,2.441248744726181030e-01,2.398082315921783447e-01,2.398082315921783447e-01,2.414678186178207397e-01,2.431160807609558105e-01,2.460051923990249634e-01,2.489841729402542114e-01,2.500921487808227539e-01,2.524152100086212158e-01,2.610309123992919922e-01,2.660433351993560791e-01,2.720944583415985107e-01,2.853212356567382812e-01,3.000163733959197998e-01,3.159750998020172119e-01,3.400446772575378418e-01,3.901118636131286621e-01,4.387391209602355957e-01,4.716072082519531250e-01,5.119006633758544922e-01,5.620176792144775391e-01,6.372750401496887207e-01,9.593766927719116211e-01,1.000000000000000000e+00
