1.000000000000000000e+00,4.426811337471008301e-01,4.750872254371643066e-01,7.406647205352783203e-01,5.416075587272644043e-01,1.000000000000000000e+00,8.106127381324768066e-01
2.344255298376083374e-01,3.842148184776306152e-01,1.000000000000000000e+00,2.939941883087158203e-01,2.870209813117980957e-01,7.063460946083068848e-01,1.000000000000000000e+00
1.000000000000000000e+00,4.307795166969299316e-01,5.908902287483215332e-01,4.699701070785522461e-01,5.578079223632812500e-01,1.000000000000000000e+00,8.273967504501342773e-01
1.914862245321273804e-01,4.196345210075378418e-01,1.000000000000000000e+00,2.259618490934371948e-01,2.091061025857925415e-01,6.013892889022827148e-01,1.000000000000000000e+00
1.000000000000000000e+00,4.426162838935852051e-01,6.014931201934814453e-01,5.243194103240966797e-01,5.676259994506835938e-01,1.000000000000000000e+00,8.223376274108886719e-01
1.803141236305236816e-01,4.025402665138244629e-01,1.000000000000000000e+00,2.419167757034301758e-01,1.932516992092132568e-01,5.900779366493225098e-01,1.000000000000000000e+00
1.000000000000000000e+00,4.191317856311798096e-01,4.956084489822387695e-01,4.136943817138671875e-01,5.455515384674072266e-01,1.000000000000000000e+00,8.041174411773681641e-01
2.184047400951385498e-01,3.934770226478576660e-01,1.000000000000000000e+00,2.949835956096649170e-01,2.492549717426300049e-01,6.857143044471740723e-01,1.000000000000000000e+00
1.000000000000000000e+00,6.201736927032470703e-01,6.154700517654418945e-01,6.201736927032470703e-01,9.825833439826965332e-01,1.000000000000000000e+00,8.361914157867431641e-01
2.072062790393829346e-01,4.212066829204559326e-01,1.000000000000000000e+00,2.377113699913024902e-01,2.147741019725799561e-01,6.414534449577331543e-01,1.000000000000000000e+00
8.114743232727050781e-01,6.020405292510986328e-01,5.752767920494079590e-01,6.290153861045837402e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.407955408096313477e-01
1.493008434772491455e-01,3.275032639503479004e-01,1.000000000000000000e+00,1.677917242050170898e-01,1.709254980087280273e-01,5.114570856094360352e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.664090752601623535e-01,1.299286633729934692e-01,1.722276657819747925e-01,1.363289356231689453e-01,4.333333373069763184e-01,7.474482655525207520e-01
1.000000000000000000e+00,6.511528491973876953e-01,6.257231235504150391e-01,6.921407580375671387e-01,9.674709439277648926e-01,1.000000000000000000e+00,8.342978954315185547e-01
2.925592958927154541e-01,3.154588639736175537e-01,1.000000000000000000e+00,3.976455330848693848e-01,3.942380547523498535e-01,9.510564804077148438e-01,1.000000000000000000e+00
1.000000000000000000e+00,5.265600681304931641e-01,4.996023774147033691e-01,5.109298229217529297e-01,5.808277726173400879e-01,1.000000000000000000e+00,8.372157812118530273e-01
2.049693763256072998e-01,4.176164865493774414e-01,1.000000000000000000e+00,2.187407314777374268e-01,2.237227410078048706e-01,6.068581938743591309e-01,1.000000000000000000e+00
1.000000000000000000e+00,4.106512367725372314e-01,5.350282788276672363e-01,6.914169788360595703e-01,4.203023314476013184e-01,1.000000000000000000e+00,8.311128020286560059e-01
1.668549329042434692e-01,3.932808637619018555e-01,1.000000000000000000e+00,2.095290869474411011e-01,1.798935532569885254e-01,5.691781640052795410e-01,1.000000000000000000e+00
1.000000000000000000e+00,4.629592001438140869e-01,7.226983904838562012e-01,7.870367169380187988e-01,5.025413036346435547e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.240337848663330078e-01,5.593510866165161133e-01,8.804596662521362305e-01,5.621940493583679199e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.950951337814331055e-01,5.461037158966064453e-01,6.348822712898254395e-01,1.000000000000000000e+00,6.078854203224182129e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.103345394134521484e-01,6.754325628280639648e-01,6.666666865348815918e-01,8.650814890861511230e-01,1.000000000000000000e+00,8.233430385589599609e-01
