2.330557107925415039e-01,2.335104495286941528e-01,2.402283251285552979e-01,2.543839216232299805e-01,2.733790576457977295e-01,2.782827019691467285e-01,2.694706618785858154e-01,2.553205192089080811e-01,2.314570695161819458e-01,2.182468324899673462e-01,2.112067341804504395e-01,1.999840885400772095e-01,1.987869590520858765e-01,2.019635289907455444e-01,2.085531204938888550e-01,2.123338431119918823e-01,2.480497360229492188e-01,9.306282997131347656e-01,1.000000000000000000e+00,6.241739988327026367e-01,3.878491818904876709e-01,2.856195569038391113e-01,2.480497360229492188e-01,2.243586778640747070e-01,2.150641381740570068e-01,2.100735753774642944e-01,2.112067341804504395e-01,2.161711454391479492e-01,2.218624204397201538e-01,2.314570695161819458e-01,1.000000000000000000e+00,6.655261516571044922e-01
5.009045004844665527e-01,8.256674408912658691e-01,1.000000000000000000e+00,4.733514785766601562e-01,3.056254386901855469e-01,2.523670792579650879e-01,2.229825407266616821e-01,2.124210894107818604e-01,2.124210894107818604e-01,2.302121669054031372e-01,2.587770521640777588e-01,2.565461993217468262e-01,2.309600114822387695e-01,2.171049565076828003e-01,2.124210894107818604e-01,2.122857570648193359e-01,2.124210894107818604e-01,2.171049565076828003e-01,2.309600114822387695e-01,2.565461993217468262e-01,3.167091012001037598e-01,2.637275457382202148e-01,2.124210894107818604e-01,1.994416564702987671e-01,1.966845989227294922e-01,1.977048218250274658e-01,2.198673933744430542e-01,2.460237294435501099e-01,3.026961982250213623e-01,3.733521699905395508e-01,9.419174790382385254e-01,1.000000000000000000e+00
4.077062308788299561e-01,6.294922828674316406e-01,8.237283229827880859e-01,9.185135364532470703e-01,1.000000000000000000e+00,9.052187800407409668e-01,3.820458054542541504e-01,2.635930776596069336e-01,2.477887719869613647e-01,2.468132227659225464e-01,2.656444013118743896e-01,3.029807806015014648e-01,3.959992825984954834e-01,5.812718272209167480e-01,8.745841383934020996e-01,8.676605224609375000e-01,8.732728958129882812e-01,9.036849737167358398e-01,9.455629587173461914e-01,4.427406787872314453e-01,2.957275211811065674e-01,2.264212518930435181e-01,1.870345026254653931e-01,1.787910014390945435e-01,1.770962625741958618e-01,1.770962625741958618e-01,1.863884478807449341e-01,2.042964398860931396e-01,2.309052795171737671e-01,2.851364016532897949e-01,5.572458505630493164e-01,8.256290555000305176e-01
4.543288052082061768e-01,5.957936644554138184e-01,8.409919142723083496e-01,8.823643922805786133e-01,1.000000000000000000e+00,3.947278857231140137e-01,2.905319333076477051e-01,2.376114577054977417e-01,2.315345555543899536e-01,2.234217375516891479e-01,2.351887226104736328e-01,2.569636106491088867e-01,2.572606205940246582e-01,2.460325360298156738e-01,2.379861176013946533e-01,2.371288985013961792e-01,2.434845268726348877e-01,2.508988678455352783e-01,2.685405611991882324e-01,3.027177453041076660e-01,3.759676218032836914e-01,4.056994915008544922e-01,3.192918896675109863e-01,2.463943958282470703e-01,2.256324738264083862e-01,2.252937853336334229e-01,2.321384400129318237e-01,2.631304264068603516e-01,2.876261174678802490e-01,3.453356623649597168e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.948655545711517334e-01,1.951690465211868286e-01,2.006122171878814697e-01,2.242912650108337402e-01,3.790143728256225586e-01,3.625740706920623779e-01,3.542181849479675293e-01,2.977945804595947266e-01,2.681361138820648193e-01,2.132537066936492920e-01,2.000213116407394409e-01,1.961370259523391724e-01,2.037734985351562500e-01,2.114700525999069214e-01,2.586081027984619141e-01,3.263191878795623779e-01,5.298772454261779785e-01,8.156166076660156250e-01,8.835649490356445312e-01,1.000000000000000000e+00,4.983103871345520020e-01,3.496778011322021484e-01,2.687093913555145264e-01,2.089926898479461670e-01,1.893197149038314819e-01,1.889442056417465210e-01,2.167769819498062134e-01,2.645809352397918701e-01,2.466604262590408325e-01,2.052782326936721802e-01,8.848550319671630859e-01,7.630282044410705566e-01
2.201116234064102173e-01,2.693952322006225586e-01,3.359783887863159180e-01,6.811848282814025879e-01,7.097331285476684570e-01,1.000000000000000000e+00,8.911039233207702637e-01,5.752413272857666016e-01,4.810478389263153076e-01,4.551729857921600342e-01,4.666597545146942139e-01,4.953708946704864502e-01,5.672408342361450195e-01,6.865530610084533691e-01,8.483185768127441406e-01,8.551503419876098633e-01,8.696010708808898926e-01,9.030745625495910645e-01,9.703923463821411133e-01,4.150531589984893799e-01,1.805983185768127441e-01,1.543534398078918457e-01,1.342798173427581787e-01,1.097149103879928589e-01,1.076467931270599365e-01,1.106216534972190857e-01,1.199370473623275757e-01,1.314604729413986206e-01,1.422278434038162231e-01,1.699108183383941650e-01,3.592880070209503174e-01,7.669010758399963379e-01
8.720637559890747070e-01,8.570608496665954590e-01,9.520246386528015137e-01,1.000000000000000000e+00,8.521485328674316406e-01,4.488953053951263428e-01,3.838785588741302490e-01,3.430064022541046143e-01,3.334589004516601562e-01,3.510709404945373535e-01,3.827552795410156250e-01,4.329039156436920166e-01,4.319081604480743408e-01,3.849985599517822266e-01,3.747981190681457520e-01,3.631283640861511230e-01,3.637207448482513428e-01,3.649026155471801758e-01,3.804987967014312744e-01,4.317835569381713867e-01,5.899225473403930664e-01,4.396887123584747314e-01,3.637207448482513428e-01,3.275968432426452637e-01,3.160575330257415771e-01,3.310289978981018066e-01,3.595536053180694580e-01,4.114873707294464111e-01,5.163630247116088867e-01,6.572441458702087402e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.321148961782455444e-01,3.076958358287811279e-01,4.348300695419311523e-01,3.673194348812103271e-01,3.121532797813415527e-01,2.901337146759033203e-01,2.833892107009887695e-01,2.784717381000518799e-01,2.748096585273742676e-01,2.619408369064331055e-01,2.311208248138427734e-01,2.376048564910888672e-01,2.476636022329330444e-01,2.923472821712493896e-01,4.028357863426208496e-01,8.641889691352844238e-01,9.310350418090820312e-01,9.532254934310913086e-01,1.000000000000000000e+00,9.587648510932922363e-01,5.857174992561340332e-01,4.583399593830108643e-01,4.040912389755249023e-01,3.352007567882537842e-01,3.460164666175842285e-01,3.531298339366912842e-01,2.502531409263610840e-01,2.281126230955123901e-01,2.258811295032501221e-01,2.258811295032501221e-01,7.579980492591857910e-01,7.300609350204467773e-01
6.664760708808898926e-01,8.131321668624877930e-01,1.000000000000000000e+00,8.412050604820251465e-01,4.909238815307617188e-01,3.589695990085601807e-01,3.054896891117095947e-01,2.815148234367370605e-01,2.734313607215881348e-01,2.847766280174255371e-01,3.072123825550079346e-01,3.583565056324005127e-01,3.609245121479034424e-01,3.275810480117797852e-01,3.100622892379760742e-01,3.001157939434051514e-01,2.944945991039276123e-01,2.980571687221527100e-01,3.152666985988616943e-01,3.695937395095825195e-01,4.994499683380126953e-01,3.470088839530944824e-01,2.908883988857269287e-01,2.819831073284149170e-01,2.821390330791473389e-01,2.965779602527618408e-01,3.183208703994750977e-01,3.719659745693206787e-01,4.632695615291595459e-01,5.941190123558044434e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.649994790554046631e-01,5.028011202812194824e-01,3.664056956768035889e-01,3.025557696819305420e-01,2.635928094387054443e-01,2.574084103107452393e-01,2.604396641254425049e-01,2.728336453437805176e-01,2.602809965610504150e-01,2.401393055915832520e-01,2.317353188991546631e-01,2.378925383090972900e-01,2.472586035728454590e-01,2.805963456630706787e-01,4.190009534358978271e-01,8.818598389625549316e-01,8.846192359924316406e-01,8.915035724639892578e-01,1.000000000000000000e+00,6.756187081336975098e-01,4.588125050067901611e-01,3.766350150108337402e-01,3.186482191085815430e-01,2.425356209278106689e-01,2.235698401927947998e-01,2.244917899370193481e-01,2.378925383090972900e-01,2.279611676931381226e-01,2.272351682186126709e-01,2.272351682186126709e-01,8.830582499504089355e-01,6.995113492012023926e-01
