7.912446260452270508e-01,4.749831259250640869e-01,4.010253548622131348e-01,3.615565299987792969e-01,3.502690792083740234e-01,3.726732432842254639e-01,4.535565674304962158e-01,6.313050985336303711e-01,3.759102225303649902e-01,5.073116421699523926e-01,7.009931802749633789e-01,5.430104732513427734e-01,5.860469937324523926e-01,3.673306107521057129e-01,5.036532878875732422e-01,3.726732432842254639e-01,4.285441040992736816e-01,8.478124141693115234e-01,1.000000000000000000e+00,9.102709889411926270e-01,1.000000000000000000e+00,8.106127381324768066e-01
2.101530432701110840e-01,2.109460681676864624e-01,2.256694436073303223e-01,2.725855708122253418e-01,3.444330990314483643e-01,3.472093641757965088e-01,4.363856911659240723e-01,8.149955272674560547e-01,8.964596986770629883e-01,1.000000000000000000e+00,4.211989939212799072e-01,3.178341388702392578e-01,2.635539472103118896e-01,2.284272164106369019e-01,2.225026488304138184e-01,2.284272164106369019e-01,2.573027610778808594e-01,2.725855708122253418e-01,2.256694436073303223e-01,2.109460681676864624e-01,7.063460946083068848e-01,1.000000000000000000e+00
9.095724821090698242e-01,5.712832212448120117e-01,4.486031830310821533e-01,4.028703272342681885e-01,3.918251693248748779e-01,4.168873727321624756e-01,4.793867766857147217e-01,7.240565419197082520e-01,5.374574661254882812e-01,7.272455096244812012e-01,7.841593027114868164e-01,6.169486045837402344e-01,4.274718761444091797e-01,4.385290145874023438e-01,4.394378662109375000e-01,4.060270488262176514e-01,5.073667168617248535e-01,8.770580291748046875e-01,1.000000000000000000e+00,9.266077876091003418e-01,1.000000000000000000e+00,8.273967504501342773e-01
1.914862245321273804e-01,1.924412697553634644e-01,2.028760164976119995e-01,2.586836516857147217e-01,4.196345210075378418e-01,4.308439791202545166e-01,5.300572514533996582e-01,9.080970287322998047e-01,1.000000000000000000e+00,9.689467549324035645e-01,3.745012283325195312e-01,2.756670117378234863e-01,2.259618490934371948e-01,1.914862245321273804e-01,1.788628846406936646e-01,1.821636855602264404e-01,2.091061025857925415e-01,2.393577694892883301e-01,2.028760164976119995e-01,1.924412697553634644e-01,6.013892889022827148e-01,1.000000000000000000e+00
9.068498015403747559e-01,6.128762364387512207e-01,4.582912325859069824e-01,4.129463434219360352e-01,4.013864994049072266e-01,4.479032158851623535e-01,4.871813654899597168e-01,6.252160072326660156e-01,5.454639196395874023e-01,6.877454519271850586e-01,7.959193587303161621e-01,5.545824766159057617e-01,4.754789769649505615e-01,4.220028817653656006e-01,4.479032158851623535e-01,4.116362929344177246e-01,5.147515535354614258e-01,8.624541759490966797e-01,1.000000000000000000e+00,9.257962703704833984e-01,1.000000000000000000e+00,8.223376274108886719e-01
1.803141236305236816e-01,1.884167641401290894e-01,1.986332982778549194e-01,2.400937080383300781e-01,4.025402665138244629e-01,4.312078952789306641e-01,5.189722180366516113e-01,8.891060948371887207e-01,1.000000000000000000e+00,9.192340373992919922e-01,4.414785802364349365e-01,3.083489537239074707e-01,2.419167757034301758e-01,2.064428031444549561e-01,1.841715425252914429e-01,1.803141236305236816e-01,1.932516992092132568e-01,2.269225567579269409e-01,1.898107528686523438e-01,1.803141236305236816e-01,5.900779366493225098e-01,1.000000000000000000e+00
8.947066664695739746e-01,5.162363648414611816e-01,4.219004511833190918e-01,3.723237812519073486e-01,3.750000000000000000e-01,4.038873612880706787e-01,4.490267336368560791e-01,4.032678902149200439e-01,4.434241652488708496e-01,5.975993871688842773e-01,7.163274288177490234e-01,3.579455316066741943e-01,3.701350986957550049e-01,4.196724891662597656e-01,4.136725664138793945e-01,3.801315426826477051e-01,4.881086051464080811e-01,8.393449783325195312e-01,1.000000000000000000e+00,9.121403694152832031e-01,1.000000000000000000e+00,8.041174411773681641e-01
2.184047400951385498e-01,2.192289084196090698e-01,2.345304042100906372e-01,2.832886874675750732e-01,3.934770226478576660e-01,3.998421728610992432e-01,4.956983625888824463e-01,9.006559848785400391e-01,1.000000000000000000e+00,8.436363339424133301e-01,4.946057200431823730e-01,3.693632483482360840e-01,2.949835956096649170e-01,2.506978511810302734e-01,2.373964637517929077e-01,2.373964637517929077e-01,2.492549717426300049e-01,2.832886874675750732e-01,2.345304042100906372e-01,2.192289084196090698e-01,6.857143044471740723e-01,1.000000000000000000e+00
6.365821957588195801e-01,4.690474867820739746e-01,3.982853293418884277e-01,3.912665247917175293e-01,3.947915136814117432e-01,4.604020714759826660e-01,5.138697028160095215e-01,3.842998147010803223e-01,3.917973041534423828e-01,5.174965858459472656e-01,8.129255175590515137e-01,4.838769137859344482e-01,3.947915136814117432e-01,6.579858660697937012e-01,3.833974897861480713e-01,3.900252580642700195e-01,6.254950761795043945e-01,1.000000000000000000e+00,9.211802482604980469e-01,8.402456641197204590e-01,1.000000000000000000e+00,8.361914157867431641e-01
2.072062790393829346e-01,2.080607563257217407e-01,2.204806655645370483e-01,2.677231431007385254e-01,4.212066829204559326e-01,4.247718453407287598e-01,6.559203863143920898e-01,9.856595993041992188e-01,1.000000000000000000e+00,7.930551171302795410e-01,3.496268987655639648e-01,2.711799144744873047e-01,2.377113699913024902e-01,2.091239243745803833e-01,1.980119347572326660e-01,1.997958719730377197e-01,2.147741019725799561e-01,2.544729709625244141e-01,2.116537392139434814e-01,2.033167779445648193e-01,6.414534449577331543e-01,1.000000000000000000e+00
