7.664279341697692871e-01,5.863306522369384766e-01,4.883469045162200928e-01,4.367359578609466553e-01,4.016240835189819336e-01,3.741689324378967285e-01,3.636268377304077148e-01,3.434893488883972168e-01,3.434893488883972168e-01,3.392831981182098389e-01,3.396356999874114990e-01,3.609846532344818115e-01,3.616470098495483398e-01,4.165419936180114746e-01,4.943137168884277344e-01,6.371867656707763672e-01,5.896884202957153320e-01,3.611503541469573975e-01,3.641201257705688477e-01,3.767186701297760010e-01,4.429928660392761230e-01,6.051116585731506348e-01,7.329898476600646973e-01,6.269638538360595703e-01,5.493477582931518555e-01,5.259793996810913086e-01,5.292678475379943848e-01,5.676661133766174316e-01,3.879851698875427246e-01,3.558095693588256836e-01,3.561457097530364990e-01,5.159882307052612305e-01,4.059212207794189453e-01,3.616470098495483398e-01,3.609846532344818115e-01,3.651046752929687500e-01,4.151031672954559326e-01,5.535789728164672852e-01,7.689219117164611816e-01,9.683887362480163574e-01,1.000000000000000000e+00,9.408114552497863770e-01,9.000551700592041016e-01,8.776403069496154785e-01,8.659045100212097168e-01,1.000000000000000000e+00,8.106127381324768066e-01
1.892827749252319336e-01,1.892827749252319336e-01,1.899970620870590210e-01,1.937038004398345947e-01,1.978550702333450317e-01,2.098166495561599731e-01,2.259794473648071289e-01,2.563121318817138672e-01,3.046095669269561768e-01,3.102275133132934570e-01,3.074864447116851807e-01,3.127280771732330322e-01,3.301119804382324219e-01,3.573048710823059082e-01,4.454685747623443604e-01,6.142014861106872559e-01,7.972608208656311035e-01,9.701958894729614258e-01,8.074324727058410645e-01,9.325727224349975586e-01,1.000000000000000000e+00,8.462182283401489258e-01,6.345403194427490234e-01,3.399169147014617920e-01,2.974095046520233154e-01,2.735674381256103516e-01,2.576299309730529785e-01,2.373804450035095215e-01,2.214382141828536987e-01,2.153915017843246460e-01,2.032582610845565796e-01,2.024235129356384277e-01,2.004059553146362305e-01,2.002369016408920288e-01,2.057421505451202393e-01,2.153915017843246460e-01,2.317500710487365723e-01,2.502961456775665283e-01,2.563121318817138672e-01,2.259794473648071289e-01,2.098166495561599731e-01,1.978550702333450317e-01,1.937038004398345947e-01,1.899970620870590210e-01,1.892827749252319336e-01,7.063460946083068848e-01,1.000000000000000000e+00
8.766158819198608398e-01,7.646193504333496094e-01,5.702891945838928223e-01,4.860948026180267334e-01,4.470146596431732178e-01,4.164566099643707275e-01,3.960223197937011719e-01,3.823096752166748047e-01,3.782165050506591797e-01,3.776281476020812988e-01,3.850142657756805420e-01,4.017822742462158203e-01,4.146730601787567139e-01,4.517974853515625000e-01,5.068461298942565918e-01,6.483805179595947266e-01,6.734999418258666992e-01,5.472080707550048828e-01,5.179837346076965332e-01,5.281857252120971680e-01,6.314703822135925293e-01,8.691436052322387695e-01,8.401784300804138184e-01,6.494085192680358887e-01,5.945946574211120605e-01,5.969583988189697266e-01,6.160228252410888672e-01,4.119832515716552734e-01,4.069147408008575439e-01,4.069147408008575439e-01,5.864362716674804688e-01,4.524531960487365723e-01,3.988197743892669678e-01,3.913154602050781250e-01,4.017822742462158203e-01,4.184097349643707275e-01,4.889832735061645508e-01,6.267578601837158203e-01,8.215342164039611816e-01,1.000000000000000000e+00,9.982196092605590820e-01,9.384402036666870117e-01,9.086663126945495605e-01,8.887076973915100098e-01,8.787270784378051758e-01,1.000000000000000000e+00,8.273967504501342773e-01
1.611802875995635986e-01,1.611802875995635986e-01,1.613816469907760620e-01,1.643722951412200928e-01,1.682771593332290649e-01,1.767479926347732544e-01,1.990429759025573730e-01,2.282281070947647095e-01,2.693447470664978027e-01,3.532202839851379395e-01,3.590559959411621094e-01,3.560588955879211426e-01,3.715022206306457520e-01,4.085530936717987061e-01,5.010218620300292969e-01,6.642212271690368652e-01,8.377112150192260742e-01,8.762117028236389160e-01,8.417330980300903320e-01,1.000000000000000000e+00,8.209521770477294922e-01,6.247685551643371582e-01,3.546882271766662598e-01,3.008938729763031006e-01,2.580143511295318604e-01,2.320380508899688721e-01,2.019583284854888916e-01,1.901995688676834106e-01,1.709575206041336060e-01,1.653571575880050659e-01,1.589486151933670044e-01,1.556454300880432129e-01,1.505548208951950073e-01,1.505548208951950073e-01,1.533332169055938721e-01,1.619841903448104858e-01,1.760115325450897217e-01,1.874479055404663086e-01,1.967456191778182983e-01,1.922374814748764038e-01,1.767479926347732544e-01,1.682771593332290649e-01,1.629834920167922974e-01,1.613816469907760620e-01,1.611802875995635986e-01,6.013892889022827148e-01,1.000000000000000000e+00
8.810541033744812012e-01,8.056609630584716797e-01,6.034617424011230469e-01,5.245606303215026855e-01,4.700807929039001465e-01,4.321392774581909180e-01,4.096434116363525391e-01,3.959003388881683350e-01,3.892211318016052246e-01,3.899689018726348877e-01,4.046344757080078125e-01,4.147674739360809326e-01,4.472135901451110840e-01,4.595827758312225342e-01,4.914416968822479248e-01,5.489843487739562988e-01,5.995871424674987793e-01,5.424446463584899902e-01,5.299479961395263672e-01,5.505740642547607422e-01,6.259734034538269043e-01,8.734157681465148926e-01,8.570006489753723145e-01,6.677461266517639160e-01,5.445886850357055664e-01,5.388072133064270020e-01,5.457910299301147461e-01,4.619537889957427979e-01,4.110633134841918945e-01,4.099988341331481934e-01,5.983712077140808105e-01,4.644695520401000977e-01,4.098211526870727539e-01,3.999271690845489502e-01,4.103539884090423584e-01,4.386631250381469727e-01,5.001092553138732910e-01,6.213018894195556641e-01,7.973919510841369629e-01,9.742496609687805176e-01,1.000000000000000000e+00,9.572051763534545898e-01,9.167852997779846191e-01,8.949156403541564941e-01,8.831183314323425293e-01,1.000000000000000000e+00,8.223376274108886719e-01
1.550182402133941650e-01,1.611802875995635986e-01,1.613816469907760620e-01,1.643722951412200928e-01,1.682771593332290649e-01,1.767479926347732544e-01,1.922374814748764038e-01,2.115395367145538330e-01,2.580143511295318604e-01,3.460687696933746338e-01,3.620283007621765137e-01,3.648874163627624512e-01,3.801429569721221924e-01,4.163477718830108643e-01,4.902769625186920166e-01,6.642212271690368652e-01,7.921236753463745117e-01,8.874069452285766602e-01,8.597121834754943848e-01,1.000000000000000000e+00,8.033992648124694824e-01,6.337481141090393066e-01,4.513048231601715088e-01,3.328675627708435059e-01,2.893399596214294434e-01,2.575104236602783203e-01,2.270869612693786621e-01,2.079787999391555786e-01,1.881395876407623291e-01,1.774813830852508545e-01,1.659452617168426514e-01,1.621845364570617676e-01,1.550182402133941650e-01,1.550182402133941650e-01,1.611802875995635986e-01,1.619841903448104858e-01,1.661408394575119019e-01,1.767479926347732544e-01,1.950880885124206543e-01,1.811038255691528320e-01,1.661408394575119019e-01,1.605747342109680176e-01,1.550182402133941650e-01,1.550182402133941650e-01,1.550182402133941650e-01,5.900779366493225098e-01,1.000000000000000000e+00
8.671771883964538574e-01,6.788940429687500000e-01,5.418164134025573730e-01,4.668433368206024170e-01,4.220607578754425049e-01,3.879950642585754395e-01,3.677971959114074707e-01,3.608676493167877197e-01,3.607048988342285156e-01,3.634615242481231689e-01,3.840404748916625977e-01,3.914600312709808350e-01,4.123504459857940674e-01,4.231721758842468262e-01,4.412395656108856201e-01,3.914600312709808350e-01,3.908596336841583252e-01,3.926580846309661865e-01,4.297803342342376709e-01,4.943314194679260254e-01,5.620284676551818848e-01,6.524333953857421875e-01,7.043613791465759277e-01,5.779939889907836914e-01,3.469317853450775146e-01,3.469317853450775146e-01,3.497969508171081543e-01,3.587463200092315674e-01,3.607048988342285156e-01,3.774092793464660645e-01,4.679738581180572510e-01,4.753184914588928223e-01,3.784967064857482910e-01,3.690720498561859131e-01,3.684351742267608643e-01,3.831220865249633789e-01,4.730898439884185791e-01,5.967856645584106445e-01,7.700658440589904785e-01,9.287056326866149902e-01,1.000000000000000000e+00,9.419506192207336426e-01,9.050767421722412109e-01,8.800806999206542969e-01,8.712300658226013184e-01,1.000000000000000000e+00,8.041174411773681641e-01
1.937636584043502808e-01,1.937636584043502808e-01,1.944948434829711914e-01,1.982893496751785278e-01,2.025388926267623901e-01,2.147836387157440186e-01,2.313290536403656006e-01,2.623797953128814697e-01,3.302793502807617188e-01,3.490837514400482178e-01,3.391845226287841797e-01,3.479637503623962402e-01,3.715389072895050049e-01,4.004965126514434814e-01,4.860728979110717773e-01,6.825930476188659668e-01,8.280480504035949707e-01,8.442180156707763672e-01,8.871769905090332031e-01,1.000000000000000000e+00,7.621734738349914551e-01,7.126555442810058594e-01,7.178649306297302246e-01,4.149443805217742920e-01,3.555301725864410400e-01,3.145399987697601318e-01,2.901261448860168457e-01,2.617026865482330322e-01,2.448910176753997803e-01,2.324003726243972778e-01,2.196842730045318604e-01,2.147836387157440186e-01,2.065293341875076294e-01,2.049771100282669067e-01,2.106126844882965088e-01,2.121236771345138550e-01,2.211332768201828003e-01,2.336187362670898438e-01,2.623797953128814697e-01,2.313290536403656006e-01,2.147836387157440186e-01,2.025388926267623901e-01,1.982893496751785278e-01,1.944948434829711914e-01,1.937636584043502808e-01,6.857143044471740723e-01,1.000000000000000000e+00
6.216056942939758301e-01,5.140046477317810059e-01,4.657347500324249268e-01,4.271190166473388672e-01,4.063563644886016846e-01,3.861882388591766357e-01,3.820614218711853027e-01,3.770146369934082031e-01,3.729634284973144531e-01,3.855035006999969482e-01,4.073304533958435059e-01,4.405172765254974365e-01,4.724930226802825928e-01,4.943538606166839600e-01,5.041440129280090332e-01,4.391657710075378418e-01,3.752585947513580322e-01,3.752585947513580322e-01,3.825797140598297119e-01,4.009565711021423340e-01,4.654510319232940674e-01,5.659888982772827148e-01,7.388090491294860840e-01,8.620886206626892090e-01,8.903563618659973145e-01,4.291246235370635986e-01,3.855035006999969482e-01,3.855035006999969482e-01,4.751416444778442383e-01,6.033810377120971680e-01,4.399171173572540283e-01,3.909477591514587402e-01,3.710102736949920654e-01,3.706540465354919434e-01,3.909477591514587402e-01,4.535199105739593506e-01,6.107794642448425293e-01,7.884570360183715820e-01,9.462433457374572754e-01,1.000000000000000000e+00,9.266350865364074707e-01,8.708549737930297852e-01,8.367389440536499023e-01,8.162808418273925781e-01,8.058570027351379395e-01,1.000000000000000000e+00,8.361914157867431641e-01
1.819176077842712402e-01,1.819176077842712402e-01,1.826677918434143066e-01,1.849000602960586548e-01,1.909042745828628540e-01,1.998289823532104492e-01,2.156286835670471191e-01,2.458545118570327759e-01,2.944500744342803955e-01,3.698001205921173096e-01,3.684107661247253418e-01,3.729301989078521729e-01,4.065279364585876465e-01,4.793870747089385986e-01,6.619835495948791504e-01,8.450964689254760742e-01,8.137703537940979004e-01,8.021339178085327148e-01,8.779541254043579102e-01,1.000000000000000000e+00,6.851788759231567383e-01,3.735713660717010498e-01,3.308626413345336914e-01,2.923526763916015625e-01,2.647365927696228027e-01,2.380835115909576416e-01,2.256992906332015991e-01,2.086996734142303467e-01,1.930413395166397095e-01,1.874707937240600586e-01,1.744343787431716919e-01,1.738453954458236694e-01,1.738453954458236694e-01,1.754115968942642212e-01,1.819176077842712402e-01,1.826677918434143066e-01,1.885618120431900024e-01,1.998289823532104492e-01,2.341743111610412598e-01,2.042288035154342651e-01,1.889240741729736328e-01,1.830417215824127197e-01,1.785027980804443359e-01,1.785027980804443359e-01,1.785027980804443359e-01,6.414534449577331543e-01,1.000000000000000000e+00
5.923935770988464355e-01,5.275706648826599121e-01,4.889940023422241211e-01,4.543516337871551514e-01,4.353647828102111816e-01,4.173222482204437256e-01,4.173222482204437256e-01,4.184051156044006348e-01,4.231843054294586182e-01,4.395024478435516357e-01,4.696949720382690430e-01,5.122923254966735840e-01,5.537930727005004883e-01,5.716619491577148438e-01,5.919690728187561035e-01,5.046789646148681641e-01,4.122312963008880615e-01,4.072001576423645020e-01,4.199643135070800781e-01,4.846564829349517822e-01,5.612777471542358398e-01,7.355102896690368652e-01,8.352466821670532227e-01,9.127332568168640137e-01,9.400320053100585938e-01,7.896387577056884766e-01,4.979596436023712158e-01,4.591946601867675781e-01,4.561186730861663818e-01,4.840336740016937256e-01,4.477753639221191406e-01,3.950421810150146484e-01,3.900471031665802002e-01,4.090479910373687744e-01,4.613792300224304199e-01,5.605606436729431152e-01,7.300212979316711426e-01,9.355285763740539551e-01,1.000000000000000000e+00,8.724600672721862793e-01,7.997611761093139648e-01,7.505319118499755859e-01,7.203847765922546387e-01,7.022910118103027344e-01,6.730464100837707520e-01,1.000000000000000000e+00,9.407955408096313477e-01
1.493008434772491455e-01,1.493008434772491455e-01,1.494700163602828979e-01,1.519851088523864746e-01,1.573769003152847290e-01,1.624344736337661743e-01,1.755932718515396118e-01,2.013400346040725708e-01,2.376126348972320557e-01,3.275032639503479004e-01,4.140672385692596436e-01,4.563985466957092285e-01,5.433120727539062500e-01,7.197884917259216309e-01,8.934603333473205566e-01,9.249266386032104492e-01,8.144097328186035156e-01,8.929793238639831543e-01,1.000000000000000000e+00,6.499323248863220215e-01,3.332406580448150635e-01,2.780921161174774170e-01,2.489362806081771851e-01,2.162289321422576904e-01,2.051943689584732056e-01,1.848486512899398804e-01,1.719574034214019775e-01,1.677917242050170898e-01,1.559249013662338257e-01,1.559249013662338257e-01,1.559249013662338257e-01,1.559249013662338257e-01,1.559249013662338257e-01,1.635199636220932007e-01,1.635199636220932007e-01,1.641370207071304321e-01,1.709254980087280273e-01,1.812590211629867554e-01,2.013400346040725708e-01,1.755932718515396118e-01,1.624344736337661743e-01,1.573769003152847290e-01,1.519851088523864746e-01,1.494700163602828979e-01,1.493008434772491455e-01,5.114570856094360352e-01,1.000000000000000000e+00
9.337747693061828613e-01,8.375974297523498535e-01,7.652000784873962402e-01,7.242355346679687500e-01,6.887441277503967285e-01,6.577066183090209961e-01,2.505565881729125977e-01,2.044272273778915405e-01,1.737297326326370239e-01,1.553885936737060547e-01,1.505315005779266357e-01,1.301858872175216675e-01,1.256483942270278931e-01,1.218968480825424194e-01,1.172366291284561157e-01,1.172366291284561157e-01,1.172366291284561157e-01,1.205562278628349304e-01,1.213241070508956909e-01,1.285708397626876831e-01,1.342249810695648193e-01,1.357727795839309692e-01,1.389837861061096191e-01,1.505315005779266357e-01,1.568756103515625000e-01,1.648145020008087158e-01,1.648145020008087158e-01,1.608218550682067871e-01,1.544895321130752563e-01,1.448727399110794067e-01,1.343978345394134521e-01,1.316048502922058105e-01,1.243482232093811035e-01,1.226563379168510437e-01,1.226563379168510437e-01,1.228454709053039551e-01,1.273005306720733643e-01,1.310745328664779663e-01,1.379778534173965454e-01,1.448727399110794067e-01,1.692622303962707520e-01,1.928562521934509277e-01,1.000000000000000000e+00,9.715731143951416016e-01,9.574917554855346680e-01,4.333333373069763184e-01,7.474482655525207520e-01
4.549880623817443848e-01,3.910842835903167725e-01,3.527085483074188232e-01,3.317872881889343262e-01,3.097694814205169678e-01,3.021275401115417480e-01,3.001866638660430908e-01,2.934584617614746094e-01,2.944526970386505127e-01,2.962667644023895264e-01,3.214979469776153564e-01,3.489598929882049561e-01,3.657259643077850342e-01,3.758413195610046387e-01,3.798376917839050293e-01,3.914577364921569824e-01,2.961022853851318359e-01,2.846965491771697998e-01,2.846965491771697998e-01,2.914598584175109863e-01,3.339821696281433105e-01,4.165359437465667725e-01,5.558877587318420410e-01,6.612951159477233887e-01,7.452397942543029785e-01,4.401877224445343018e-01,3.310524225234985352e-01,3.149157762527465820e-01,3.149157762527465820e-01,3.653261959552764893e-01,4.475402235984802246e-01,3.888359367847442627e-01,3.233109414577484131e-01,3.061315417289733887e-01,3.059723675251007080e-01,3.183003962039947510e-01,4.401877224445343018e-01,6.060259342193603516e-01,7.569776177406311035e-01,1.000000000000000000e+00,9.868596196174621582e-01,9.460868835449218750e-01,9.179701805114746094e-01,8.925191164016723633e-01,8.804307579994201660e-01,1.000000000000000000e+00,8.342978954315185547e-01
2.265030145645141602e-01,2.332573831081390381e-01,2.345021665096282959e-01,2.399564385414123535e-01,2.467358261346817017e-01,2.590160965919494629e-01,2.833500504493713379e-01,3.187038004398345947e-01,2.734741568565368652e-01,2.442321628332138062e-01,2.265030145645141602e-01,2.265030145645141602e-01,2.414347529411315918e-01,2.556219100952148438e-01,3.062819540500640869e-01,4.507152140140533447e-01,7.622116208076477051e-01,8.455095887184143066e-01,7.742123603820800781e-01,8.470385074615478516e-01,1.000000000000000000e+00,7.087745666503906250e-01,4.665147662162780762e-01,3.970682621002197266e-01,3.786363303661346436e-01,3.560946285724639893e-01,3.309526741504669189e-01,3.078620731830596924e-01,2.852841913700103760e-01,2.678571045398712158e-01,2.498624771833419800e-01,2.446291744709014893e-01,2.381974905729293823e-01,2.354657799005508423e-01,2.414347529411315918e-01,2.684602439403533936e-01,3.052239716053009033e-01,3.266237080097198486e-01,2.846030592918395996e-01,2.610066533088684082e-01,2.517969310283660889e-01,2.391462177038192749e-01,2.303267270326614380e-01,2.265030145645141602e-01,2.265030145645141602e-01,9.510564804077148438e-01,1.000000000000000000e+00
7.544738650321960449e-01,5.884253382682800293e-01,4.935786724090576172e-01,4.576153159141540527e-01,4.338609278202056885e-01,4.118164181709289551e-01,3.995472490787506104e-01,3.929238319396972656e-01,3.922322690486907959e-01,3.972758054733276367e-01,4.126944839954376221e-01,4.441678524017333984e-01,4.582082033157348633e-01,4.699090123176574707e-01,4.822646379470825195e-01,4.570216238498687744e-01,3.740447759628295898e-01,3.740447759628295898e-01,3.769369423389434814e-01,4.031549692153930664e-01,4.597855210304260254e-01,6.464661955833435059e-01,8.514028787612915039e-01,8.915896415710449219e-01,4.830146729946136475e-01,4.047232568264007568e-01,3.910769522190093994e-01,3.854831755161285400e-01,3.854831755161285400e-01,4.118164181709289551e-01,5.140558481216430664e-01,4.999547600746154785e-01,4.144450724124908447e-01,3.903821110725402832e-01,3.901502192020416260e-01,3.938440382480621338e-01,4.382193386554718018e-01,6.024084687232971191e-01,8.509775996208190918e-01,1.000000000000000000e+00,9.578444957733154297e-01,9.044885635375976562e-01,8.685557842254638672e-01,8.581786751747131348e-01,8.492743968963623047e-01,1.000000000000000000e+00,8.372157812118530273e-01
1.717794984579086304e-01,1.717794984579086304e-01,1.720443814992904663e-01,1.741489917039871216e-01,1.782836616039276123e-01,1.843118518590927124e-01,2.064532637596130371e-01,2.433075010776519775e-01,2.847041785717010498e-01,3.499934971332550049e-01,3.541325032711029053e-01,3.646492063999176025e-01,3.923215568065643311e-01,4.444558322429656982e-01,5.805750489234924316e-01,7.732433676719665527e-01,8.570398688316345215e-01,7.844690084457397461e-01,8.380739688873291016e-01,1.000000000000000000e+00,6.666666865348815918e-01,3.637739717960357666e-01,2.864581644535064697e-01,2.510451674461364746e-01,2.203243225812911987e-01,2.093010246753692627e-01,1.965086907148361206e-01,1.833209097385406494e-01,1.688383072614669800e-01,1.688383072614669800e-01,1.669396609067916870e-01,1.630760729312896729e-01,1.630760729312896729e-01,1.647429913282394409e-01,1.717794984579086304e-01,1.815737783908843994e-01,1.874962002038955688e-01,2.006365060806274414e-01,1.958122551441192627e-01,1.852974742650985718e-01,1.754515320062637329e-01,1.720443814992904663e-01,1.720443814992904663e-01,1.720443814992904663e-01,1.717794984579086304e-01,6.068581938743591309e-01,1.000000000000000000e+00
9.830643534660339355e-01,9.794442653656005859e-01,7.618458271026611328e-01,6.321150660514831543e-01,5.259672403335571289e-01,4.697524607181549072e-01,4.462497830390930176e-01,4.196466803550720215e-01,4.068837165832519531e-01,4.036965966224670410e-01,4.036965966224670410e-01,4.265161752700805664e-01,4.404225349426269531e-01,4.520018994808197021e-01,4.797290265560150146e-01,5.210323333740234375e-01,5.714785456657409668e-01,5.863536000251770020e-01,5.259672403335571289e-01,4.131842255592346191e-01,4.028958678245544434e-01,4.028958678245544434e-01,4.150038659572601318e-01,5.137506127357482910e-01,8.555523753166198730e-01,9.558612108230590820e-01,7.942202687263488770e-01,6.797074079513549805e-01,6.755773425102233887e-01,7.289197444915771484e-01,8.017741441726684570e-01,6.435905694961547852e-01,4.806257188320159912e-01,4.257583618164062500e-01,4.118795692920684814e-01,4.028958678245544434e-01,4.131842255592346191e-01,4.593251049518585205e-01,5.546554327011108398e-01,7.680374979972839355e-01,9.688362479209899902e-01,1.000000000000000000e+00,9.754797816276550293e-01,9.612514376640319824e-01,9.649397730827331543e-01,1.000000000000000000e+00,8.311128020286560059e-01
