7.914465665817260742e-01,4.509924054145812988e-01,3.754967749118804932e-01,3.503584563732147217e-01,3.734523057937622070e-01,6.579865217208862305e-01,3.760061562061309814e-01,6.248643994331359863e-01,5.672801733016967773e-01,5.861965417861938477e-01,3.677714467048645020e-01,3.734523057937622070e-01,4.286534488201141357e-01,1.000000000000000000e+00,9.294358491897583008e-01,1.000000000000000000e+00,8.106127381324768066e-01
2.236808091402053833e-01,2.289052605628967285e-01,2.670463025569915771e-01,3.666045963764190674e-01,3.901026546955108643e-01,7.258192300796508789e-01,9.541656970977783203e-01,1.000000000000000000e+00,3.514572083950042725e-01,2.805191576480865479e-01,2.401960194110870361e-01,2.366256117820739746e-01,2.738656103610992432e-01,2.670463025569915771e-01,2.289052605628967285e-01,7.063460946083068848e-01,1.000000000000000000e+00
8.766158819198608398e-01,4.860948026180267334e-01,3.960223197937011719e-01,3.776281476020812988e-01,4.146730601787567139e-01,6.483805179595947266e-01,5.179837346076965332e-01,8.691436052322387695e-01,5.945946574211120605e-01,4.119832515716552734e-01,5.864362716674804688e-01,3.913154602050781250e-01,4.889832735061645508e-01,1.000000000000000000e+00,9.086663126945495605e-01,1.000000000000000000e+00,8.273967504501342773e-01
1.914862245321273804e-01,1.952783912420272827e-01,2.364680320024490356e-01,4.196345210075378418e-01,4.413539171218872070e-01,7.891114354133605957e-01,1.000000000000000000e+00,7.422407269477844238e-01,3.065275251865386963e-01,2.259618490934371948e-01,1.888349354267120361e-01,1.788628846406936646e-01,2.091061025857925415e-01,2.283829450607299805e-01,1.936284601688385010e-01,6.013892889022827148e-01,1.000000000000000000e+00
9.043412208557128906e-01,5.384252667427062988e-01,4.204706549644470215e-01,4.002761542797088623e-01,4.590338766574859619e-01,5.634945631027221680e-01,5.439550280570983887e-01,8.965009450912475586e-01,5.589826703071594238e-01,4.741636812686920166e-01,6.141867041587829590e-01,4.104976058006286621e-01,5.133275985717773438e-01,1.000000000000000000e+00,9.410167932510375977e-01,1.000000000000000000e+00,8.223376274108886719e-01
1.803141236305236816e-01,1.911945641040802002e-01,2.236067950725555420e-01,4.025402665138244629e-01,4.421746730804443359e-01,7.726088166236877441e-01,1.000000000000000000e+00,7.371631264686584473e-01,3.365544378757476807e-01,2.419167757034301758e-01,1.930242180824279785e-01,1.803141236305236816e-01,1.932516992092132568e-01,2.106563448905944824e-01,1.803141236305236816e-01,5.900779366493225098e-01,1.000000000000000000e+00
9.337481856346130371e-01,5.026817321777343750e-01,3.960320651531219482e-01,3.913635313510894775e-01,4.440055191516876221e-01,4.215114414691925049e-01,4.627734720706939697e-01,7.025190591812133789e-01,3.735648691654205322e-01,3.862863779067993164e-01,5.038990378379821777e-01,3.974047899246215820e-01,5.094077587127685547e-01,1.000000000000000000e+00,9.745572209358215332e-01,1.000000000000000000e+00,8.041174411773681641e-01
2.184047400951385498e-01,2.235059589147567749e-01,2.607473433017730713e-01,3.934770226478576660e-01,4.187878072261810303e-01,7.693989276885986328e-01,1.000000000000000000e+00,8.032845258712768555e-01,4.007432162761688232e-01,2.949835956096649170e-01,2.476216852664947510e-01,2.310442030429840088e-01,2.492549717426300049e-01,2.607473433017730713e-01,2.235059589147567749e-01,6.857143044471740723e-01,1.000000000000000000e+00
6.216056942939758301e-01,4.271190166473388672e-01,3.820614218711853027e-01,3.855035006999969482e-01,4.724930226802825928e-01,4.391657710075378418e-01,3.825797140598297119e-01,5.659888982772827148e-01,8.903563618659973145e-01,3.855035006999969482e-01,4.399171173572540283e-01,3.706540465354919434e-01,6.107794642448425293e-01,1.000000000000000000e+00,8.367389440536499023e-01,1.000000000000000000e+00,8.361914157867431641e-01
2.072062790393829346e-01,2.106033414602279663e-01,2.456035912036895752e-01,4.212066829204559326e-01,4.630400538444519043e-01,9.625747799873352051e-01,1.000000000000000000e+00,4.255021512508392334e-01,3.015380799770355225e-01,2.377113699913024902e-01,1.986827850341796875e-01,1.997958719730377197e-01,2.147741019725799561e-01,2.326189875602722168e-01,2.033167779445648193e-01,6.414534449577331543e-01,1.000000000000000000e+00
6.301844716072082520e-01,4.833363294601440430e-01,4.439447522163391113e-01,4.675398766994476318e-01,5.891215205192565918e-01,5.368742346763610840e-01,4.467553496360778809e-01,7.824311256408691406e-01,1.000000000000000000e+00,4.884883165359497070e-01,4.763405621051788330e-01,4.351426362991333008e-01,7.765920162200927734e-01,9.281173944473266602e-01,7.663407325744628906e-01,1.000000000000000000e+00,9.407955408096313477e-01
1.493008434772491455e-01,1.519851088523864746e-01,1.755932718515396118e-01,3.275032639503479004e-01,5.433120727539062500e-01,9.249266386032104492e-01,1.000000000000000000e+00,2.780921161174774170e-01,2.051943689584732056e-01,1.677917242050170898e-01,1.559249013662338257e-01,1.635199636220932007e-01,1.709254980087280273e-01,1.755932718515396118e-01,1.519851088523864746e-01,5.114570856094360352e-01,1.000000000000000000e+00
9.337747693061828613e-01,7.242355346679687500e-01,2.505565881729125977e-01,1.553885936737060547e-01,1.256483942270278931e-01,1.172366291284561157e-01,1.213241070508956909e-01,1.357727795839309692e-01,1.568756103515625000e-01,1.608218550682067871e-01,1.343978345394134521e-01,1.226563379168510437e-01,1.273005306720733643e-01,1.448727399110794067e-01,1.000000000000000000e+00,4.333333373069763184e-01,7.474482655525207520e-01
4.549880623817443848e-01,3.317872881889343262e-01,3.001866638660430908e-01,2.962667644023895264e-01,3.657259643077850342e-01,3.914577364921569824e-01,2.846965491771697998e-01,4.165359437465667725e-01,7.452397942543029785e-01,3.149157762527465820e-01,4.475402235984802246e-01,3.061315417289733887e-01,4.401877224445343018e-01,1.000000000000000000e+00,9.179701805114746094e-01,1.000000000000000000e+00,8.342978954315185547e-01
2.925592958927154541e-01,3.099361956119537354e-01,3.659849166870117188e-01,3.154588639736175537e-01,3.118456304073333740e-01,5.821596384048461914e-01,1.000000000000000000e+00,9.154782295227050781e-01,4.890600144863128662e-01,3.976455330848693848e-01,3.227311968803405762e-01,3.041359186172485352e-01,3.942380547523498535e-01,3.371253907680511475e-01,2.974981069564819336e-01,9.510564804077148438e-01,1.000000000000000000e+00
7.544738650321960449e-01,4.576153159141540527e-01,3.995472490787506104e-01,3.972758054733276367e-01,4.582082033157348633e-01,4.570216238498687744e-01,3.769369423389434814e-01,6.464661955833435059e-01,4.830146729946136475e-01,3.854831755161285400e-01,5.140558481216430664e-01,3.903821110725402832e-01,4.382193386554718018e-01,1.000000000000000000e+00,8.685557842254638672e-01,1.000000000000000000e+00,8.372157812118530273e-01
2.049693763256072998e-01,2.077966779470443726e-01,2.463425397872924805e-01,4.176164865493774414e-01,4.681228399276733398e-01,9.226433634757995605e-01,1.000000000000000000e+00,4.340595304965972900e-01,2.628936469554901123e-01,2.187407314777374268e-01,1.991944313049316406e-01,1.965733468532562256e-01,2.237227410078048706e-01,2.210991978645324707e-01,2.052854448556900024e-01,6.068581938743591309e-01,1.000000000000000000e+00
1.000000000000000000e+00,6.430047750473022461e-01,4.539375007152557373e-01,4.106512367725372314e-01,4.480098783969879150e-01,5.300083756446838379e-01,5.350282788276672363e-01,4.098367094993591309e-01,8.702913522720336914e-01,6.914169788360595703e-01,8.155866265296936035e-01,4.330930709838867188e-01,4.203023314476013184e-01,7.812687754631042480e-01,9.922847747802734375e-01,1.000000000000000000e+00,8.311128020286560059e-01
1.532389819622039795e-01,1.615280807018280029e-01,1.975768953561782837e-01,3.611877560615539551e-01,3.711903095245361328e-01,5.474018454551696777e-01,9.183964729309082031e-01,1.000000000000000000e+00,2.794159054756164551e-01,1.924307793378829956e-01,1.702982783317565918e-01,1.532389819622039795e-01,1.652135998010635376e-01,1.752354949712753296e-01,1.532389819622039795e-01,5.691781640052795410e-01,1.000000000000000000e+00
1.000000000000000000e+00,6.631808876991271973e-01,4.922973513603210449e-01,4.629592001438140869e-01,4.870946109294891357e-01,5.395209193229675293e-01,7.226983904838562012e-01,4.724917113780975342e-01,5.721787810325622559e-01,7.870367169380187988e-01,5.202890038490295410e-01,6.434382200241088867e-01,5.025413036346435547e-01,7.698540091514587402e-01,9.212633371353149414e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.419019341468811035e-01,5.789588093757629395e-01,5.240337848663330078e-01,5.182980895042419434e-01,5.101598501205444336e-01,5.593510866165161133e-01,7.214749455451965332e-01,8.820426464080810547e-01,8.804596662521362305e-01,5.650227665901184082e-01,5.026831030845642090e-01,5.621940493583679199e-01,8.612373471260070801e-01,9.659404754638671875e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.950951337814331055e-01,7.738142013549804688e-01,5.954940915107727051e-01,5.461037158966064453e-01,5.616677403450012207e-01,5.747887492179870605e-01,6.348822712898254395e-01,8.219949603080749512e-01,9.967327713966369629e-01,1.000000000000000000e+00,6.109439730644226074e-01,5.435377955436706543e-01,6.078854203224182129e-01,8.701854348182678223e-01,9.845024943351745605e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.495704770088195801e-01,3.501273691654205322e-01,3.170621395111083984e-01,3.193454444408416748e-01,3.652689456939697266e-01,3.904405832290649414e-01,3.036545217037200928e-01,4.850472211837768555e-01,7.032665610313415527e-01,2.997136414051055908e-01,4.066813290119171143e-01,3.335094153881072998e-01,3.889150917530059814e-01,1.000000000000000000e+00,8.468607068061828613e-01,1.000000000000000000e+00,8.233430385589599609e-01
2.623326778411865234e-01,2.666334807872772217e-01,3.439468741416931152e-01,3.393690288066864014e-01,3.579250574111938477e-01,9.065538644790649414e-01,1.000000000000000000e+00,8.468709588050842285e-01,3.702270984649658203e-01,3.340907990932464600e-01,2.884082198143005371e-01,2.666334807872772217e-01,3.129963576793670654e-01,2.945063114166259766e-01,2.574083507061004639e-01,8.020576834678649902e-01,1.000000000000000000e+00
8.879877924919128418e-01,4.914543032646179199e-01,4.038898050785064697e-01,3.908117711544036865e-01,4.211425483226776123e-01,5.530999898910522461e-01,3.766813576221466064e-01,4.377157986164093018e-01,8.136321306228637695e-01,5.003387928009033203e-01,7.027799487113952637e-01,4.211425483226776123e-01,4.420815110206604004e-01,1.000000000000000000e+00,9.993219375610351562e-01,1.000000000000000000e+00,8.382330536842346191e-01
2.366258800029754639e-01,2.513194978237152100e-01,2.936100959777832031e-01,4.007929861545562744e-01,4.319519102573394775e-01,7.792328596115112305e-01,1.000000000000000000e+00,9.869410395622253418e-01,3.517987728118896484e-01,2.718749940395355225e-01,2.337223887443542480e-01,2.281787693500518799e-01,2.693517506122589111e-01,2.756165564060211182e-01,2.384226024150848389e-01,6.751539111137390137e-01,1.000000000000000000e+00
9.610381722450256348e-01,6.736975312232971191e-01,5.041871666908264160e-01,4.663084149360656738e-01,4.287258684635162354e-01,4.519167244434356689e-01,5.849300622940063477e-01,4.505856037139892578e-01,4.660507142543792725e-01,7.180650830268859863e-01,4.732132852077484131e-01,5.279319882392883301e-01,4.264782667160034180e-01,6.686858534812927246e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.462043046951293945e-01,4.927822947502136230e-01,3.790912628173828125e-01,3.569152951240539551e-01,3.670874238014221191e-01,5.009942054748535156e-01,3.353508412837982178e-01,3.527078926563262939e-01,8.242203593254089355e-01,6.632409095764160156e-01,4.290876984596252441e-01,3.529899716377258301e-01,3.837876915931701660e-01,9.386007189750671387e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.373332619667053223e-01
1.982455849647521973e-01,2.018098384141921997e-01,2.331573665142059326e-01,2.776465415954589844e-01,2.928004562854766846e-01,4.686975479125976562e-01,7.261644601821899414e-01,1.000000000000000000e+00,2.724624872207641602e-01,2.096079140901565552e-01,1.943869739770889282e-01,1.946160644292831421e-01,2.360066473484039307e-01,2.173312306404113770e-01,1.946160644292831421e-01,8.373820781707763672e-01,1.000000000000000000e+00
6.947359442710876465e-01,4.555099010467529297e-01,3.767734766006469727e-01,3.643489480018615723e-01,3.966170549392700195e-01,3.683287203311920166e-01,3.917504251003265381e-01,6.977117657661437988e-01,3.816300630569458008e-01,4.164364039897918701e-01,4.913306236267089844e-01,3.718535006046295166e-01,4.309254586696624756e-01,1.000000000000000000e+00,9.955394864082336426e-01,1.000000000000000000e+00,8.033643960952758789e-01
2.610855698585510254e-01,2.666913270950317383e-01,3.288855254650115967e-01,3.514972329139709473e-01,3.813709318637847900e-01,7.272384166717529297e-01,1.000000000000000000e+00,9.094507098197937012e-01,3.905692994594573975e-01,3.047940433025360107e-01,2.631174027919769287e-01,2.511512041091918945e-01,2.855494022369384766e-01,3.047940433025360107e-01,2.666913270950317383e-01,7.862840890884399414e-01,1.000000000000000000e+00
4.762363433837890625e-01,3.597360551357269287e-01,3.271488845348358154e-01,3.214350342750549316e-01,3.654594719409942627e-01,3.875087797641754150e-01,3.007057607173919678e-01,3.662697970867156982e-01,5.138173699378967285e-01,3.312017917633056641e-01,4.914025068283081055e-01,3.289563357830047607e-01,3.428573310375213623e-01,1.000000000000000000e+00,9.861177206039428711e-01,1.000000000000000000e+00,8.005523085594177246e-01
