2.330557107925415039e-01,2.694706618785858154e-01,1.987869590520858765e-01,1.000000000000000000e+00,2.150641381740570068e-01,1.000000000000000000e+00,6.655261516571044922e-01
1.000000000000000000e+00,4.451597929000854492e-01,4.610859155654907227e-01,4.610859155654907227e-01,3.926588594913482666e-01,9.419174790382385254e-01,1.000000000000000000e+00
4.311783015727996826e-01,4.040405750274658203e-01,4.187974035739898682e-01,1.000000000000000000e+00,1.872918903827667236e-01,5.572458505630493164e-01,8.256290555000305176e-01
1.000000000000000000e+00,6.394750475883483887e-01,5.662432312965393066e-01,5.910709500312805176e-01,4.966281652450561523e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.205446958541870117e-01,4.008965790271759033e-01,2.306265085935592651e-01,1.000000000000000000e+00,2.142680287361145020e-01,8.848550319671630859e-01,7.630282044410705566e-01
2.268274575471878052e-01,9.182924628257751465e-01,5.845479369163513184e-01,1.000000000000000000e+00,1.109312102198600769e-01,3.592880070209503174e-01,7.669010758399963379e-01
1.000000000000000000e+00,4.401955306529998779e-01,4.952713549137115479e-01,4.363199472427368164e-01,3.624247908592224121e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.321148961782455444e-01,2.833892107009887695e-01,2.476636022329330444e-01,1.000000000000000000e+00,3.460164666175842285e-01,7.579980492591857910e-01,7.300609350204467773e-01
1.000000000000000000e+00,4.583655893802642822e-01,5.415416359901428223e-01,4.730352759361267090e-01,4.233295619487762451e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.649994790554046631e-01,2.604396641254425049e-01,2.472586035728454590e-01,1.000000000000000000e+00,2.235698401927947998e-01,8.830582499504089355e-01,6.995113492012023926e-01
4.625933766365051270e-01,3.258138298988342285e-01,3.470776677131652832e-01,1.000000000000000000e+00,2.990428209304809570e-01,1.000000000000000000e+00,7.214560508728027344e-01
1.000000000000000000e+00,3.820458054542541504e-01,4.784877598285675049e-01,2.999798953533172607e-01,3.406514823436737061e-01,9.593766927719116211e-01,1.000000000000000000e+00
1.000000000000000000e+00,4.520105123519897461e-01,4.974419474601745605e-01,4.045761823654174805e-01,3.949420154094696045e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.557410299777984619e-01,3.260071575641632080e-01,2.884390354156494141e-01,1.000000000000000000e+00,2.422205060720443726e-01,9.156796932220458984e-01,7.098445296287536621e-01
1.000000000000000000e+00,5.706661939620971680e-01,7.337350249290466309e-01,6.901926398277282715e-01,4.945994317531585693e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.621664524078369141e-01,2.473508119583129883e-01,2.443016916513442993e-01,1.000000000000000000e+00,2.939153015613555908e-01,8.349179625511169434e-01,7.332115173339843750e-01
1.000000000000000000e+00,5.339930057525634766e-01,6.044390201568603516e-01,4.915121197700500488e-01,4.594443440437316895e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.806429862976074219e-01,3.636917769908905029e-01,2.091789394617080688e-01,1.000000000000000000e+00,2.311698347330093384e-01,7.688258290290832520e-01,7.210163474082946777e-01
1.000000000000000000e+00,8.264358043670654297e-01,6.851795911788940430e-01,6.495404243469238281e-01,6.673319339752197266e-01,1.000000000000000000e+00,1.000000000000000000e+00
4.283241033554077148e-01,2.783679068088531494e-01,1.689065247774124146e-01,1.000000000000000000e+00,1.681009232997894287e-01,7.793420553207397461e-01,7.403118014335632324e-01
3.448588252067565918e-01,7.234116196632385254e-01,3.880935609340667725e-01,1.000000000000000000e+00,2.030597031116485596e-01,6.131891608238220215e-01,7.653341293334960938e-01
1.000000000000000000e+00,6.016568541526794434e-01,7.697459459304809570e-01,5.531117916107177734e-01,5.013806819915771484e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.814993560314178467e-01,2.184228003025054932e-01,2.206554561853408813e-01,1.000000000000000000e+00,2.142691761255264282e-01,7.495138049125671387e-01,7.826456427574157715e-01
1.000000000000000000e+00,5.228261351585388184e-01,6.590383052825927734e-01,4.824215173721313477e-01,4.519614875316619873e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.958457171916961670e-01,2.496008127927780151e-01,4.000076055526733398e-01,1.000000000000000000e+00,2.496008127927780151e-01,8.210763335227966309e-01,7.410237193107604980e-01
1.000000000000000000e+00,5.206832885742187500e-01,6.666666865348815918e-01,4.714045226573944092e-01,4.502610862255096436e-01,1.000000000000000000e+00,1.000000000000000000e+00
