2.330557107925415039e-01,2.340776324272155762e-01,2.441703528165817261e-01,2.686821520328521729e-01,2.780920267105102539e-01,2.694706618785858154e-01,2.476216852664947510e-01,2.258901596069335938e-01,2.127082198858261108e-01,2.070215046405792236e-01,1.987869590520858765e-01,2.056074887514114380e-01,2.085531204938888550e-01,2.403386980295181274e-01,9.204559326171875000e-01,1.000000000000000000e+00,5.613574981689453125e-01,3.290267884731292725e-01,2.586230933666229248e-01,2.276444435119628906e-01,2.150641381740570068e-01,2.100735753774642944e-01,2.117084115743637085e-01,2.182468324899673462e-01,2.314570695161819458e-01,1.000000000000000000e+00,6.655261516571044922e-01
4.886969923973083496e-01,8.621708750724792480e-01,1.000000000000000000e+00,3.257980048656463623e-01,2.545208632946014404e-01,2.175482511520385742e-01,2.071121484041213989e-01,2.092148661613464355e-01,2.381973415613174438e-01,2.588901817798614502e-01,2.253313064575195312e-01,2.103884071111679077e-01,2.071121484041213989e-01,2.071121484041213989e-01,2.103884071111679077e-01,2.253313064575195312e-01,2.588901817798614502e-01,2.911207973957061768e-01,2.165399044752120972e-01,1.945810765027999878e-01,1.918912082910537720e-01,1.952827721834182739e-01,2.254526764154434204e-01,2.712743282318115234e-01,3.373488187789916992e-01,9.419174790382385254e-01,1.000000000000000000e+00
4.143573343753814697e-01,6.645972728729248047e-01,8.936049342155456543e-01,1.000000000000000000e+00,9.535694718360900879e-01,3.882782757282257080e-01,2.678931951522827148e-01,2.508396208286285400e-01,2.550267279148101807e-01,3.003445267677307129e-01,4.024594128131866455e-01,6.637530922889709473e-01,8.835794925689697266e-01,8.829447031021118164e-01,9.096350073814392090e-01,9.609883427619934082e-01,3.949595093727111816e-01,2.550267279148101807e-01,2.012297064065933228e-01,1.817077100276947021e-01,1.799853295087814331e-01,1.799853295087814331e-01,1.894290894269943237e-01,2.298440933227539062e-01,2.718177139759063721e-01,5.572458505630493164e-01,8.256290555000305176e-01
4.493073821067810059e-01,6.225929260253906250e-01,8.246476650238037109e-01,1.000000000000000000e+00,4.441805481910705566e-01,2.873208522796630859e-01,2.345611304044723511e-01,2.256350368261337280e-01,2.254142612218856812e-01,2.505222558975219727e-01,2.544172704219818115e-01,2.408451288938522339e-01,2.347202748060226440e-01,2.345611304044723511e-01,2.457060068845748901e-01,2.655725479125976562e-01,3.085855841636657715e-01,4.165587723255157471e-01,3.777574002742767334e-01,2.519096434116363525e-01,2.231387048959732056e-01,2.245289832353591919e-01,2.376715242862701416e-01,2.700808048248291016e-01,3.134284615516662598e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.993103176355361938e-01,2.006107866764068604e-01,2.156054526567459106e-01,4.190354049205780029e-01,3.699080049991607666e-01,3.622976541519165039e-01,3.037321269512176514e-01,2.565212547779083252e-01,2.140491306781768799e-01,2.006107866764068604e-01,2.084214389324188232e-01,2.236677110195159912e-01,2.864430546760559082e-01,4.237371981143951416e-01,8.258059620857238770e-01,9.037184715270996094e-01,1.000000000000000000e+00,4.370298683643341064e-01,3.093872070312500000e-01,2.168081998825073242e-01,1.936379820108413696e-01,1.961161345243453979e-01,2.370526641607284546e-01,2.628160417079925537e-01,2.154330760240554810e-01,8.848550319671630859e-01,7.630282044410705566e-01
2.201116234064102173e-01,2.848943173885345459e-01,4.045715630054473877e-01,6.782087087631225586e-01,1.000000000000000000e+00,8.911039233207702637e-01,5.445994734764099121e-01,4.630603194236755371e-01,4.497084021568298340e-01,4.847713410854339600e-01,5.672408342361450195e-01,7.218745350837707520e-01,8.546829819679260254e-01,8.570173978805541992e-01,8.932033777236938477e-01,9.703923463821411133e-01,3.648427426815032959e-01,1.707904338836669922e-01,1.420521438121795654e-01,1.097149103879928589e-01,1.076467931270599365e-01,1.117447465658187866e-01,1.199370473623275757e-01,1.333466470241546631e-01,1.631626337766647339e-01,3.592880070209503174e-01,7.669010758399963379e-01
7.351555824279785156e-01,9.115999937057495117e-01,1.000000000000000000e+00,8.710772991180419922e-01,4.076799154281616211e-01,3.369700312614440918e-01,3.103522062301635742e-01,3.028475046157836914e-01,3.286087810993194580e-01,3.806649744510650635e-01,3.981173634529113770e-01,3.591096699237823486e-01,3.310423493385314941e-01,3.248418867588043213e-01,3.266488611698150635e-01,3.477545380592346191e-01,4.346162378787994385e-01,4.813517332077026367e-01,3.350590169429779053e-01,3.110411167144775391e-01,3.112131059169769287e-01,3.271399438381195068e-01,3.669221401214599609e-01,4.581127464771270752e-01,6.398074626922607422e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.649994790554046631e-01,4.607889950275421143e-01,3.333471119403839111e-01,2.770406007766723633e-01,2.574084103107452393e-01,2.604396641254425049e-01,2.726822197437286377e-01,2.447397708892822266e-01,2.328024059534072876e-01,2.317353188991546631e-01,2.472586035728454590e-01,3.021458685398101807e-01,5.334947705268859863e-01,8.873234987258911133e-01,8.864851593971252441e-01,1.000000000000000000e+00,6.170094013214111328e-01,4.106360375881195068e-01,3.407012224197387695e-01,2.495865672826766968e-01,2.235698401927947998e-01,2.272351682186126709e-01,2.357996106147766113e-01,2.272351682186126709e-01,2.272351682186126709e-01,8.830582499504089355e-01,6.995113492012023926e-01
4.567911922931671143e-01,5.650177001953125000e-01,4.258762001991271973e-01,3.592382371425628662e-01,3.306898176670074463e-01,3.217272460460662842e-01,3.241098523139953613e-01,3.075443208217620850e-01,2.952920198440551758e-01,3.080442547798156738e-01,3.427243530750274658e-01,4.421846866607666016e-01,7.061631679534912109e-01,1.000000000000000000e+00,9.608674645423889160e-01,9.874572157859802246e-01,6.445695161819458008e-01,4.349333345890045166e-01,3.480704724788665771e-01,3.065419793128967285e-01,2.952920198440551758e-01,3.180392384529113770e-01,3.449619710445404053e-01,4.076615571975708008e-01,4.485192000865936279e-01,1.000000000000000000e+00,7.214560508728027344e-01
6.897486448287963867e-01,1.000000000000000000e+00,7.699521780014038086e-01,6.378766894340515137e-01,3.302970230579376221e-01,2.635155618190765381e-01,2.272662073373794556e-01,2.217706292867660522e-01,2.304010540246963501e-01,2.573454678058624268e-01,3.300363123416900635e-01,2.555552124977111816e-01,2.424172908067703247e-01,2.169304639101028442e-01,2.069107294082641602e-01,2.069107294082641602e-01,2.153373062610626221e-01,2.757538259029388428e-01,2.603386044502258301e-01,2.359388619661331177e-01,2.349638938903808594e-01,2.439512163400650024e-01,2.686915099620819092e-01,3.286422789096832275e-01,4.685212969779968262e-01,9.593766927719116211e-01,1.000000000000000000e+00
