7.494038939476013184e-01,5.930227637290954590e-01,4.930590093135833740e-01,4.498662054538726807e-01,4.270351231098175049e-01,3.970489501953125000e-01,3.798192739486694336e-01,3.658578395843505859e-01,3.555499017238616943e-01,3.424375355243682861e-01,3.358597159385681152e-01,3.358597159385681152e-01,3.317469656467437744e-01,3.317469656467437744e-01,3.399226665496826172e-01,3.529663980007171631e-01,3.536140620708465576e-01,3.922659158706665039e-01,4.295726418495178223e-01,5.261712670326232910e-01,6.230334639549255371e-01,5.979219079017639160e-01,3.531284332275390625e-01,3.531284332275390625e-01,3.560322225093841553e-01,3.636623620986938477e-01,3.932853639125823975e-01,4.804852008819580078e-01,5.916708111763000488e-01,7.169479727745056152e-01,6.639248728752136230e-01,5.930227637290954590e-01,5.371455550193786621e-01,5.142962336540222168e-01,5.142962336540222168e-01,5.245380401611328125e-01,5.550570487976074219e-01,3.875714838504791260e-01,3.479062914848327637e-01,3.479062914848327637e-01,3.482349514961242676e-01,4.600502848625183105e-01,4.770202636718750000e-01,3.817720711231231689e-01,3.536140620708465576e-01,3.529663980007171631e-01,3.536140620708465576e-01,3.587531447410583496e-01,4.058828353881835938e-01,4.783374965190887451e-01,6.379128694534301758e-01,8.029803633689880371e-01,9.468787312507629395e-01,1.000000000000000000e+00,9.471203684806823730e-01,9.077076315879821777e-01,8.800629973411560059e-01,8.621361851692199707e-01,8.517228960990905762e-01,8.455892205238342285e-01,1.000000000000000000e+00,8.106127381324768066e-01
1.804323941469192505e-01,1.804323941469192505e-01,1.806028634309768677e-01,1.811132729053497314e-01,1.846467107534408569e-01,1.886038631200790405e-01,1.937544047832489014e-01,2.035139650106430054e-01,2.154132276773452759e-01,2.340354770421981812e-01,2.664953172206878662e-01,3.017988204956054688e-01,2.957220673561096191e-01,2.931091487407684326e-01,2.940524816513061523e-01,2.981056869029998779e-01,3.146767914295196533e-01,3.369650542736053467e-01,3.746703565120697021e-01,4.596461057662963867e-01,5.854830145835876465e-01,6.997357606887817383e-01,9.564329385757446289e-01,7.683585286140441895e-01,7.696789503097534180e-01,8.492792248725891113e-01,1.000000000000000000e+00,8.585761785507202148e-01,8.066512346267700195e-01,6.048707962036132812e-01,3.616314232349395752e-01,3.173060417175292969e-01,2.835034132003784180e-01,2.728848159313201904e-01,2.493143975734710693e-01,2.423041611909866333e-01,2.262811362743377686e-01,2.169788479804992676e-01,2.053203433752059937e-01,1.961221694946289062e-01,1.937544047832489014e-01,1.929586976766586304e-01,1.910354793071746826e-01,1.908743381500244141e-01,1.908743381500244141e-01,1.961221694946289062e-01,1.961221694946289062e-01,2.063667476177215576e-01,2.209140211343765259e-01,2.317895293235778809e-01,2.480771094560623169e-01,2.340354770421981812e-01,2.154132276773452759e-01,2.035139650106430054e-01,1.937544047832489014e-01,1.886038631200790405e-01,1.846467107534408569e-01,1.811132729053497314e-01,1.806028634309768677e-01,1.804323941469192505e-01,7.063460946083068848e-01,1.000000000000000000e+00
8.619818687438964844e-01,8.078197240829467773e-01,6.012265682220458984e-01,5.413925647735595703e-01,4.779800772666931152e-01,4.550923705101013184e-01,4.251314103603363037e-01,4.095043838024139404e-01,3.894112408161163330e-01,3.817913830280303955e-01,3.719026744365692139e-01,3.719026744365692139e-01,3.713241219520568848e-01,3.713241219520568848e-01,3.897791206836700439e-01,3.950750231742858887e-01,4.077506363391876221e-01,4.390629529953002930e-01,4.543043375015258789e-01,5.193682909011840820e-01,6.375566124916076660e-01,6.861725449562072754e-01,5.914928913116455078e-01,5.093366503715515137e-01,5.093366503715515137e-01,5.140982270240783691e-01,5.580787658691406250e-01,6.891946196556091309e-01,8.546343445777893066e-01,8.507683277130126953e-01,7.431306242942810059e-01,6.162949204444885254e-01,5.846686959266662598e-01,5.846686959266662598e-01,5.953572988510131836e-01,6.137313842773437500e-01,4.051057398319244385e-01,4.001218080520629883e-01,4.001218080520629883e-01,4.155843257904052734e-01,5.766464471817016602e-01,5.514908432960510254e-01,4.164456427097320557e-01,3.897791206836700439e-01,3.847829401493072510e-01,3.847829401493072510e-01,3.957999348640441895e-01,4.273171722888946533e-01,4.808203279972076416e-01,5.889430642127990723e-01,6.973608732223510742e-01,8.311686515808105469e-01,9.833062887191772461e-01,1.000000000000000000e+00,9.476780891418457031e-01,9.137209653854370117e-01,8.934972882270812988e-01,8.781259059906005859e-01,8.672864437103271484e-01,8.627297878265380859e-01,1.000000000000000000e+00,8.273967504501342773e-01
1.553564965724945068e-01,1.553564965724945068e-01,1.553564965724945068e-01,1.561313569545745850e-01,1.584331691265106201e-01,1.601378172636032104e-01,1.645972579717636108e-01,1.736938506364822388e-01,1.918511241674423218e-01,2.098750770092010498e-01,2.362491786479949951e-01,2.781271934509277344e-01,3.404576778411865234e-01,3.488609790802001953e-01,3.431937396526336670e-01,3.495521247386932373e-01,3.580790460109710693e-01,3.900964260101318359e-01,4.300457537174224854e-01,5.177125930786132812e-01,6.402214765548706055e-01,7.367568016052246094e-01,9.183790087699890137e-01,8.209676146507263184e-01,8.113194704055786133e-01,9.174258708953857422e-01,1.000000000000000000e+00,7.861253619194030762e-01,6.021943688392639160e-01,3.807026743888854980e-01,3.038401305675506592e-01,2.758398354053497314e-01,2.486917376518249512e-01,2.236540168523788452e-01,2.050764709711074829e-01,1.946611404418945312e-01,1.833272576332092285e-01,1.703616976737976074e-01,1.593824476003646851e-01,1.553564965724945068e-01,1.532054543495178223e-01,1.500216126441955566e-01,1.451149433851242065e-01,1.451149433851242065e-01,1.451149433851242065e-01,1.477929502725601196e-01,1.553564965724945068e-01,1.570945382118225098e-01,1.696518659591674805e-01,1.774739772081375122e-01,1.852915287017822266e-01,1.941956281661987305e-01,1.852915287017822266e-01,1.736938506364822388e-01,1.645972579717636108e-01,1.601378172636032104e-01,1.570945382118225098e-01,1.561313569545745850e-01,1.553564965724945068e-01,1.553564965724945068e-01,6.013892889022827148e-01,1.000000000000000000e+00
8.597760796546936035e-01,8.429120779037475586e-01,6.975771784782409668e-01,5.810623764991760254e-01,5.118921399116516113e-01,4.740454554557800293e-01,4.345017671585083008e-01,4.101973772048950195e-01,3.997502326965332031e-01,3.915106952190399170e-01,3.821876645088195801e-01,3.798211514949798584e-01,3.805508911609649658e-01,3.805508911609649658e-01,3.999237120151519775e-01,4.246529638767242432e-01,4.364130795001983643e-01,4.435071349143981934e-01,4.618922173976898193e-01,4.846084415912628174e-01,5.357260107994079590e-01,5.927616357803344727e-01,5.490252971649169922e-01,5.171493887901306152e-01,5.171493887901306152e-01,5.267171859741210938e-01,5.599080324172973633e-01,6.520452499389648438e-01,8.523221611976623535e-01,8.722697496414184570e-01,7.546039223670959473e-01,5.829690694808959961e-01,5.314365029335021973e-01,5.257946252822875977e-01,5.257946252822875977e-01,5.363729596138000488e-01,4.507972896099090576e-01,4.028611779212951660e-01,4.000971019268035889e-01,4.000971019268035889e-01,5.839201211929321289e-01,5.425442457199096680e-01,4.246529638767242432e-01,3.950378894805908203e-01,3.902686536312103271e-01,3.902686536312103271e-01,4.011358618736267090e-01,4.435071349143981934e-01,4.880312383174896240e-01,5.793889164924621582e-01,6.860478520393371582e-01,8.176849484443664551e-01,9.507208466529846191e-01,1.000000000000000000e+00,9.480909109115600586e-01,9.208517074584960938e-01,8.946442604064941406e-01,8.777390718460083008e-01,8.662856221199035645e-01,8.605017662048339844e-01,1.000000000000000000e+00,8.223376274108886719e-01
1.434358507394790649e-01,1.491374969482421875e-01,1.491374969482421875e-01,1.498813331127166748e-01,1.520909965038299561e-01,1.537274122238159180e-01,1.580083519220352173e-01,1.667407900094985962e-01,1.778742074966430664e-01,1.909891813993453979e-01,2.162493765354156494e-01,2.505554258823394775e-01,3.202117979526519775e-01,3.349788784980773926e-01,3.376243710517883301e-01,3.430162370204925537e-01,3.517400920391082764e-01,3.744806647300720215e-01,4.128307998180389404e-01,4.803176820278167725e-01,6.145930886268615723e-01,7.072640657424926758e-01,8.137223720550537109e-01,8.007031083106994629e-01,7.954776287078857422e-01,8.707956671714782715e-01,1.000000000000000000e+00,7.312301397323608398e-01,5.863968133926391602e-01,5.929036140441894531e-01,3.511863350868225098e-01,2.942396402359008789e-01,2.677215337753295898e-01,2.452847063541412354e-01,2.203250974416732788e-01,2.071884274482727051e-01,1.924393922090530396e-01,1.747201681137084961e-01,1.687298119068145752e-01,1.642206311225891113e-01,1.535464525222778320e-01,1.500667184591293335e-01,1.465043425559997559e-01,1.434358507394790649e-01,1.434358507394790649e-01,1.434358507394790649e-01,1.491374969482421875e-01,1.508059650659561157e-01,1.537274122238159180e-01,1.635420322418212891e-01,1.739227175712585449e-01,1.805118322372436523e-01,1.675724238157272339e-01,1.567718088626861572e-01,1.509902030229568481e-01,1.465043425559997559e-01,1.434358507394790649e-01,1.434358507394790649e-01,1.434358507394790649e-01,1.434358507394790649e-01,5.900779366493225098e-01,1.000000000000000000e+00
8.482632637023925781e-01,6.836780905723571777e-01,5.863618254661560059e-01,4.894390404224395752e-01,4.566610753536224365e-01,4.171869456768035889e-01,4.000000059604644775e-01,3.691776394844055176e-01,3.597752153873443604e-01,3.529967963695526123e-01,3.528376221656799316e-01,3.528376221656799316e-01,3.555341064929962158e-01,3.722087144851684570e-01,3.783465027809143066e-01,3.829219341278076172e-01,4.033567011356353760e-01,4.116287231445312500e-01,4.257181584835052490e-01,4.177252352237701416e-01,3.829219341278076172e-01,3.823346495628356934e-01,3.823346495628356934e-01,3.858450651168823242e-01,4.204064309597015381e-01,4.740454554557800293e-01,5.039172172546386719e-01,5.665785074234008789e-01,6.382032632827758789e-01,6.836780905723571777e-01,6.791435480117797852e-01,3.659680187702178955e-01,3.393649160861968994e-01,3.393649160861968994e-01,3.393649160861968994e-01,3.452730476856231689e-01,3.509217500686645508e-01,3.510817885398864746e-01,3.586804866790771484e-01,3.978876769542694092e-01,4.577669203281402588e-01,4.977477490901947021e-01,3.921992182731628418e-01,3.679582178592681885e-01,3.610222637653350830e-01,3.603992760181427002e-01,3.716044723987579346e-01,3.991564214229583740e-01,4.627713263034820557e-01,5.499744415283203125e-01,6.556581854820251465e-01,7.957753539085388184e-01,9.084497094154357910e-01,1.000000000000000000e+00,9.480909109115600586e-01,9.094386696815490723e-01,8.853362202644348145e-01,8.647919893264770508e-01,8.545976281166076660e-01,8.522277474403381348e-01,1.000000000000000000e+00,8.041174411773681641e-01
1.831347197294235229e-01,1.831347197294235229e-01,1.833077371120452881e-01,1.838257908821105957e-01,1.874121427536010742e-01,1.914285719394683838e-01,1.966562569141387939e-01,2.065619826316833496e-01,2.186394482851028442e-01,2.375406026840209961e-01,2.817377448081970215e-01,3.268457055091857910e-01,3.299347162246704102e-01,3.205784857273101807e-01,3.233353495597839355e-01,3.352719545364379883e-01,3.511580824851989746e-01,3.748242855072021484e-01,4.156484007835388184e-01,4.772780537605285645e-01,6.451492905616760254e-01,7.552097439765930176e-01,8.107954263687133789e-01,7.997336983680725098e-01,8.385107517242431641e-01,9.226057529449462891e-01,1.000000000000000000e+00,7.073981165885925293e-01,6.735627055168151855e-01,6.726678609848022461e-01,4.147321879863739014e-01,3.626162111759185791e-01,3.360275030136108398e-01,3.097150623798370361e-01,2.854265868663787842e-01,2.637218832969665527e-01,2.473469227552413940e-01,2.375406026840209961e-01,2.196520119905471802e-01,2.102128416299819946e-01,2.076334357261657715e-01,2.030016332864761353e-01,1.990594714879989624e-01,1.937330365180969238e-01,1.937330365180969238e-01,1.990594714879989624e-01,1.990594714879989624e-01,2.015913426876068115e-01,2.090029716491699219e-01,2.174764573574066162e-01,2.430808842182159424e-01,2.375406026840209961e-01,2.186394482851028442e-01,2.065619826316833496e-01,1.966562569141387939e-01,1.914285719394683838e-01,1.874121427536010742e-01,1.838257908821105957e-01,1.833077371120452881e-01,1.831347197294235229e-01,6.857143044471740723e-01,1.000000000000000000e+00
6.216056942939758301e-01,5.234273672103881836e-01,4.850472211837768555e-01,4.580124914646148682e-01,4.271190166473388672e-01,4.063563644886016846e-01,3.889150917530059814e-01,3.861882388591766357e-01,3.820614218711853027e-01,3.820614218711853027e-01,3.729634284973144531e-01,3.729634284973144531e-01,3.855035006999969482e-01,3.928018212318420410e-01,4.126468300819396973e-01,4.495704770088195801e-01,4.724930226802825928e-01,4.936853647232055664e-01,5.017802119255065918e-01,5.090981721878051758e-01,4.391657710075378418e-01,3.752585947513580322e-01,3.752585947513580322e-01,3.752585947513580322e-01,3.825797140598297119e-01,4.009565711021423340e-01,4.271190166473388672e-01,5.053217411041259766e-01,5.659888982772827148e-01,6.843214631080627441e-01,7.938002943992614746e-01,8.856704831123352051e-01,8.903563618659973145e-01,4.724930226802825928e-01,3.909477591514587402e-01,3.855035006999969482e-01,3.855035006999969482e-01,4.533742666244506836e-01,5.425123572349548340e-01,6.425058245658874512e-01,4.399171173572540283e-01,3.958169519901275635e-01,3.743775188922882080e-01,3.710102736949920654e-01,3.706540465354919434e-01,3.808493614196777344e-01,4.144037961959838867e-01,5.049294829368591309e-01,6.107794642448425293e-01,7.248194813728332520e-01,8.738079071044921875e-01,9.764735698699951172e-01,1.000000000000000000e+00,9.442169070243835449e-01,8.995081782341003418e-01,8.623184561729431152e-01,8.367389440536499023e-01,8.204776644706726074e-01,8.097816705703735352e-01,7.933841347694396973e-01,1.000000000000000000e+00,8.361914157867431641e-01
1.869380921125411987e-01,1.869380921125411987e-01,1.871311068534851074e-01,1.877089738845825195e-01,1.900028437376022339e-01,1.937656551599502563e-01,1.989140212535858154e-01,2.090031355619430542e-01,2.215794920921325684e-01,2.415353953838348389e-01,2.704455554485321045e-01,3.161135911941528320e-01,3.800056874752044678e-01,3.793401122093200684e-01,3.773362934589385986e-01,3.832221329212188721e-01,4.177470803260803223e-01,4.700410962104797363e-01,5.917605161666870117e-01,7.642745375633239746e-01,8.684190511703491211e-01,8.892458081245422363e-01,8.138245940208435059e-01,8.277671933174133301e-01,9.021834731101989746e-01,1.000000000000000000e+00,6.986320018768310547e-01,7.154812216758728027e-01,3.838810026645660400e-01,3.483846187591552734e-01,3.154276311397552490e-01,2.850042879581451416e-01,2.720426917076110840e-01,2.446540296077728271e-01,2.356341779232025146e-01,2.244930118322372437e-01,2.144592702388763428e-01,2.046393305063247681e-01,1.926445215940475464e-01,1.886681467294692993e-01,1.792483329772949219e-01,1.786431074142456055e-01,1.786431074142456055e-01,1.786431074142456055e-01,1.802525371313095093e-01,1.802525371313095093e-01,1.869380921125411987e-01,1.886681467294692993e-01,1.937656551599502563e-01,2.019758075475692749e-01,2.287937253713607788e-01,2.295813113451004028e-01,2.098650038242340088e-01,1.976394951343536377e-01,1.909504979848861694e-01,1.855813413858413696e-01,1.834290325641632080e-01,1.834290325641632080e-01,1.834290325641632080e-01,1.834290325641632080e-01,6.414534449577331543e-01,1.000000000000000000e+00
