2.330557107925415039e-01,2.358834743499755859e-01,2.543839216232299805e-01,2.733790576457977295e-01,2.694706618785858154e-01,2.476216852664947510e-01,2.182468324899673462e-01,2.070215046405792236e-01,1.987869590520858765e-01,2.085531204938888550e-01,2.123338431119918823e-01,2.873783707618713379e-01,1.000000000000000000e+00,4.850712418556213379e-01,2.856195569038391113e-01,2.331694811582565308e-01,2.150641381740570068e-01,2.112067341804504395e-01,2.161711454391479492e-01,2.303083986043930054e-01,1.000000000000000000e+00,6.655261516571044922e-01
5.338327884674072266e-01,1.000000000000000000e+00,5.044685006141662598e-01,2.927827537059783936e-01,2.376409024000167847e-01,2.262409329414367676e-01,2.453457862138748169e-01,3.032973706722259521e-01,2.461428046226501465e-01,2.285378426313400269e-01,2.262409329414367676e-01,2.285378426313400269e-01,2.461428046226501465e-01,3.032973706722259521e-01,2.810643911361694336e-01,2.195034325122833252e-01,2.096141874790191650e-01,2.133190035820007324e-01,2.621967792510986328e-01,3.475353717803955078e-01,9.419174790382385254e-01,1.000000000000000000e+00
4.161761701107025146e-01,7.431605458259582520e-01,9.375953078269958496e-01,1.000000000000000000e+00,3.899826705455780029e-01,2.600421607494354248e-01,2.519406974315643311e-01,2.871471643447875977e-01,4.042260348796844482e-01,8.408409953117370605e-01,8.856858611106872559e-01,9.036682844161987305e-01,9.652066826820373535e-01,3.589339554309844971e-01,2.311250865459442139e-01,1.825053244829177856e-01,1.807753741741180420e-01,1.838775724172592163e-01,2.085406184196472168e-01,2.519406974315643311e-01,5.572458505630493164e-01,8.256290555000305176e-01
5.148993134498596191e-01,7.783525586128234863e-01,1.000000000000000000e+00,6.030991077423095703e-01,3.292652666568756104e-01,2.687425911426544189e-01,2.532080113887786865e-01,2.797113060951232910e-01,2.915582358837127686e-01,2.726078629493713379e-01,2.687425911426544189e-01,2.792433500289916992e-01,3.043420314788818359e-01,3.762118220329284668e-01,4.597868025302886963e-01,3.035352528095245361e-01,2.557134926319122314e-01,2.588901817798614502e-01,2.982106208801269531e-01,3.510826230049133301e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.205446958541870117e-01,2.236169725656509399e-01,2.538480758666992188e-01,4.093177318572998047e-01,4.008965790271759033e-01,3.308170437812805176e-01,2.413560003042221069e-01,2.219837158918380737e-01,2.306265085935592651e-01,2.700548470020294189e-01,3.693211376667022705e-01,8.977334499359130859e-01,1.000000000000000000e+00,8.064880967140197754e-01,3.957578837871551514e-01,2.593433856964111328e-01,2.142680287361145020e-01,2.228018343448638916e-01,2.994470894336700439e-01,2.571122050285339355e-01,8.848550319671630859e-01,7.630282044410705566e-01
2.127178162336349487e-01,2.840802669525146484e-01,6.583030223846435547e-01,1.000000000000000000e+00,8.611707091331481934e-01,4.853596687316894531e-01,4.398832023143768311e-01,4.637334942817687988e-01,5.481865406036376953e-01,7.637651562690734863e-01,8.264248371124267578e-01,8.534168004989624023e-01,9.377956986427307129e-01,2.667183578014373779e-01,1.491685211658477783e-01,1.111836507916450500e-01,1.040308102965354919e-01,1.079911068081855774e-01,1.270445585250854492e-01,1.471217870712280273e-01,3.592880070209503174e-01,7.669010758399963379e-01
5.709972381591796875e-01,1.000000000000000000e+00,7.206947207450866699e-01,3.477420508861541748e-01,2.617254853248596191e-01,2.342597991228103638e-01,2.439797371625900269e-01,2.798457443714141846e-01,3.092187643051147461e-01,2.681827843189239502e-01,2.571214437484741211e-01,2.523055374622344971e-01,2.701018452644348145e-01,3.810509443283081055e-01,2.972966730594635010e-01,2.415864169597625732e-01,2.417200058698654175e-01,2.675802707672119141e-01,3.186784386634826660e-01,4.625562727451324463e-01,1.000000000000000000e+00,1.000000000000000000e+00
2.649994790554046631e-01,4.110382199287414551e-01,3.025557696819305420e-01,2.574084103107452393e-01,2.604396641254425049e-01,2.649994790554046631e-01,2.401393055915832520e-01,2.317353188991546631e-01,2.472586035728454590e-01,3.363080620765686035e-01,8.818598389625549316e-01,8.824217915534973145e-01,1.000000000000000000e+00,5.540812015533447266e-01,3.766350150108337402e-01,2.740422189235687256e-01,2.235698401927947998e-01,2.272351682186126709e-01,2.279611676931381226e-01,2.272351682186126709e-01,8.830582499504089355e-01,6.995113492012023926e-01
4.335726201534271240e-01,4.742929339408874512e-01,3.679638803005218506e-01,3.138809502124786377e-01,3.053739368915557861e-01,3.076354265213012695e-01,2.838864028453826904e-01,2.923864424228668213e-01,3.253037929534912109e-01,4.530651271343231201e-01,1.000000000000000000e+00,9.258058667182922363e-01,9.372650384902954102e-01,5.245366096496582031e-01,3.770201206207275391e-01,2.981768250465393066e-01,2.802824079990386963e-01,3.065821230411529541e-01,3.546626269817352295e-01,4.299335777759552002e-01,1.000000000000000000e+00,7.214560508728027344e-01
7.315863370895385742e-01,1.000000000000000000e+00,7.455292344093322754e-01,3.930607438087463379e-01,2.794994711875915527e-01,2.410513460636138916e-01,2.417200058698654175e-01,2.685436606407165527e-01,3.500550985336303711e-01,2.681827843189239502e-01,2.496042400598526001e-01,2.210732847452163696e-01,2.194611877202987671e-01,2.283988893032073975e-01,3.659255206584930420e-01,2.502500414848327637e-01,2.492159605026245117e-01,2.675802707672119141e-01,3.075439035892486572e-01,4.625562727451324463e-01,9.593766927719116211e-01,1.000000000000000000e+00
