7.579498887062072754e-01,5.304093956947326660e-01,4.380925595760345459e-01,3.971814215183258057e-01,3.700299561023712158e-01,3.522061109542846680e-01,3.396897315979003906e-01,3.355301022529602051e-01,3.358787298202514648e-01,3.569915294647216797e-01,3.989453613758087158e-01,5.176804065704345703e-01,6.349486112594604492e-01,3.571553826332092285e-01,3.600923120975494385e-01,3.823183774948120117e-01,5.171149373054504395e-01,7.251238226890563965e-01,5.997853875160217285e-01,5.275332927703857422e-01,5.201610922813415527e-01,5.613867044448852539e-01,3.674911260604858398e-01,3.518736958503723145e-01,4.920669794082641602e-01,3.989453613758087158e-01,3.569915294647216797e-01,3.584636747837066650e-01,4.105114042758941650e-01,6.181381940841674805e-01,8.644192218780517578e-01,1.000000000000000000e+00,9.220654964447021484e-01,8.789855241775512695e-01,8.589868545532226562e-01,1.000000000000000000e+00,8.106127381324768066e-01
1.903949975967407227e-01,1.903949975967407227e-01,1.920077949762344360e-01,1.990176588296890259e-01,2.110495269298553467e-01,2.417698949575424194e-01,2.873566448688507080e-01,3.120504021644592285e-01,3.092932403087615967e-01,3.145656585693359375e-01,3.573968112468719482e-01,4.738773405551910400e-01,6.942707896232604980e-01,1.000000000000000000e+00,8.121768832206726074e-01,9.961207509040832520e-01,8.574071526527404785e-01,6.382688283920288086e-01,3.348261415958404541e-01,2.933745980262756348e-01,2.630803287029266357e-01,2.387752830982208252e-01,2.227393686771392822e-01,2.069510966539382935e-01,2.036129534244537354e-01,2.014134973287582397e-01,2.014134973287582397e-01,2.158649712800979614e-01,2.331118285655975342e-01,2.598039805889129639e-01,2.417698949575424194e-01,2.110495269298553467e-01,1.990176588296890259e-01,1.920077949762344360e-01,1.903949975967407227e-01,7.063460946083068848e-01,1.000000000000000000e+00
8.674069046974182129e-01,6.734655499458312988e-01,5.219423174858093262e-01,4.423187375068664551e-01,4.120816886425018311e-01,3.841942548751831055e-01,3.742433190345764160e-01,3.736611306667327881e-01,3.857023715972900391e-01,3.975615203380584717e-01,4.442831575870513916e-01,5.065607428550720215e-01,6.942642927169799805e-01,5.714544653892517090e-01,5.125422477722167969e-01,5.394455194473266602e-01,7.480987310409545898e-01,8.436564207077026367e-01,6.321111917495727539e-01,5.883483886718750000e-01,6.023659110069274902e-01,4.076553285121917725e-01,4.026400446891784668e-01,4.345392882823944092e-01,4.796285331249237061e-01,3.946301341056823730e-01,3.872046470642089844e-01,4.112002253532409668e-01,4.838464558124542236e-01,6.551127433776855469e-01,9.115450382232666016e-01,1.000000000000000000e+00,9.239594340324401855e-01,8.912573456764221191e-01,8.714967370033264160e-01,1.000000000000000000e+00,8.273967504501342773e-01
1.516675502061843872e-01,1.516675502061843872e-01,1.524240076541900635e-01,1.583455801010131836e-01,1.663164645433425903e-01,2.002069205045700073e-01,2.361829578876495361e-01,3.323734998703002930e-01,3.358160853385925293e-01,3.412519991397857666e-01,3.825661838054656982e-01,4.951893389225006104e-01,6.787016987800598145e-01,8.781669139862060547e-01,7.920547127723693848e-01,1.000000000000000000e+00,5.921836495399475098e-01,3.488353788852691650e-01,2.831353545188903809e-01,2.375183701515197754e-01,2.002069205045700073e-01,1.789741367101669312e-01,1.555979102849960327e-01,1.516675502061843872e-01,1.464593559503555298e-01,1.416691839694976807e-01,1.442836076021194458e-01,1.516675502061843872e-01,1.656234711408615112e-01,1.797756403684616089e-01,1.895844489336013794e-01,1.663164645433425903e-01,1.583455801010131836e-01,1.524240076541900635e-01,1.516675502061843872e-01,6.013892889022827148e-01,1.000000000000000000e+00
8.704674839973449707e-01,7.625904083251953125e-01,5.582773089408874512e-01,4.644323587417602539e-01,4.152982532978057861e-01,3.963791728019714355e-01,3.845442831516265869e-01,3.852830827236175537e-01,4.048967957496643066e-01,4.411958456039428711e-01,4.513908922672271729e-01,4.906345903873443604e-01,5.867148637771606445e-01,5.490319728851318359e-01,5.235801935195922852e-01,5.605648159980773926e-01,7.404541969299316406e-01,8.707941174507141113e-01,6.256519556045532227e-01,5.323329567909240723e-01,5.323329567909240723e-01,4.564030170440673828e-01,4.050723612308502197e-01,4.469591677188873291e-01,4.747274219989776611e-01,4.022544324398040771e-01,3.951216936111450195e-01,4.188777208328247070e-01,4.940999746322631836e-01,6.648750901222229004e-01,8.853677511215209961e-01,1.000000000000000000e+00,9.366390705108642578e-01,8.937592506408691406e-01,8.744602799415588379e-01,1.000000000000000000e+00,8.223376274108886719e-01
1.456849873065948486e-01,1.514760404825210571e-01,1.522315293550491333e-01,1.581456214189529419e-01,1.661064475774765015e-01,1.893450468778610229e-01,2.251853197813034058e-01,3.252328336238861084e-01,3.417455255985260010e-01,3.483948707580566406e-01,3.894436657428741455e-01,4.843681752681732178e-01,6.885081529617309570e-01,8.446401953697204590e-01,8.079510927200317383e-01,1.000000000000000000e+00,7.383971214294433594e-01,6.082192063331604004e-01,2.988534271717071533e-01,2.539201080799102783e-01,2.201619595289230347e-01,1.954569220542907715e-01,1.713755726814270020e-01,1.638463884592056274e-01,1.524198204278945923e-01,1.456849873065948486e-01,1.456849873065948486e-01,1.514760404825210571e-01,1.561379283666610718e-01,1.693553626537322998e-01,1.787481456995010376e-01,1.592300683259963989e-01,1.488015949726104736e-01,1.456849873065948486e-01,1.456849873065948486e-01,5.900779366493225098e-01,1.000000000000000000e+00
8.577608466148376465e-01,6.117154359817504883e-01,4.679527580738067627e-01,4.174777567386627197e-01,3.733111619949340820e-01,3.569491207599639893e-01,3.567881584167480469e-01,3.595148324966430664e-01,3.825826644897460938e-01,3.967353105545043945e-01,4.162375330924987793e-01,4.399876892566680908e-01,3.866154551506042480e-01,3.872093260288238525e-01,4.251135289669036865e-01,5.038911104202270508e-01,5.979437828063964844e-01,6.967954635620117188e-01,4.017711281776428223e-01,3.431646227836608887e-01,3.431646227836608887e-01,3.548508286476135254e-01,3.567881584167480469e-01,4.320830702781677246e-01,5.033207535743713379e-01,3.720780909061431885e-01,3.644344806671142578e-01,3.765287399291992188e-01,4.679527580738067627e-01,6.214975118637084961e-01,8.564874529838562012e-01,1.000000000000000000e+00,9.275823235511779785e-01,8.813451528549194336e-01,8.617697358131408691e-01,1.000000000000000000e+00,8.041174411773681641e-01
1.862485557794570923e-01,1.862485557794570923e-01,1.878262162208557129e-01,1.946834325790405273e-01,2.064532637596130371e-01,2.365045994520187378e-01,2.986307442188262939e-01,3.355445861816406250e-01,3.260292708873748779e-01,3.482038080692291260e-01,3.829993903636932373e-01,4.816637933254241943e-01,7.361397147178649902e-01,8.114750981330871582e-01,8.527678847312927246e-01,1.000000000000000000e+00,7.069212794303894043e-01,6.841052770614624023e-01,3.836836218833923340e-01,3.203481733798980713e-01,2.861846387386322021e-01,2.515525519847869873e-01,2.348351329565048218e-01,2.137870788574218750e-01,2.064532637596130371e-01,1.970270872116088867e-01,1.970270872116088867e-01,2.026059776544570923e-01,2.125566452741622925e-01,2.430678308010101318e-01,2.365045994520187378e-01,2.064532637596130371e-01,1.946834325790405273e-01,1.878262162208557129e-01,1.862485557794570923e-01,6.857143044471740723e-01,1.000000000000000000e+00
5.975413322448730469e-01,4.853820204734802246e-01,4.228865206241607666e-01,3.906250000000000000e-01,3.712376356124877930e-01,3.672705888748168945e-01,3.585247993469238281e-01,3.705794215202331543e-01,3.966719508171081543e-01,4.420798122882843018e-01,4.752158224582672119e-01,4.892646372318267822e-01,3.828922212123870850e-01,3.607311248779296875e-01,3.677688241004943848e-01,3.904687166213989258e-01,5.038911104202270508e-01,6.783841848373413086e-01,8.510247468948364258e-01,7.530050277709960938e-01,3.758129179477691650e-01,3.705794215202331543e-01,4.780330657958984375e-01,4.883906245231628418e-01,3.804936110973358154e-01,3.566472530364990234e-01,3.563048243522644043e-01,4.101376533508300781e-01,5.871341824531555176e-01,7.906466126441955566e-01,1.000000000000000000e+00,9.019293785095214844e-01,8.329752087593078613e-01,7.933439016342163086e-01,7.762339115142822266e-01,1.000000000000000000e+00,8.361914157867431641e-01
2.072062790393829346e-01,2.072062790393829346e-01,2.091239243745803833e-01,2.174422144889831543e-01,2.276075482368469238e-01,2.618604898452758789e-01,3.136505186557769775e-01,4.212066829204559326e-01,4.182478487491607666e-01,4.426679611206054688e-01,5.436667203903198242e-01,8.088923096656799316e-01,9.900597333908081055e-01,9.032403826713562012e-01,1.000000000000000000e+00,7.743790745735168457e-01,4.661903679370880127e-01,3.861571848392486572e-01,3.329931199550628662e-01,2.859866023063659668e-01,2.611820995807647705e-01,2.377113699913024902e-01,2.198763340711593628e-01,2.037526071071624756e-01,1.980119347572326660e-01,1.980119347572326660e-01,1.997958719730377197e-01,2.074202299118041992e-01,2.147741019725799561e-01,2.488329857587814331e-01,2.486546784639358521e-01,2.190679609775543213e-01,2.057024389505386353e-01,2.033167779445648193e-01,2.033167779445648193e-01,6.414534449577331543e-01,1.000000000000000000e+00
6.120656132698059082e-01,5.365554690361022949e-01,4.850712418556213379e-01,4.540973305702209473e-01,4.311805963516235352e-01,4.322994053363800049e-01,4.337866902351379395e-01,4.540973305702209473e-01,4.900250136852264404e-01,5.491122603416442871e-01,5.880044698715209961e-01,6.095173358917236328e-01,4.322994053363800049e-01,4.207223653793334961e-01,4.339103996753692627e-01,5.102007985115051270e-01,6.834861040115356445e-01,8.340772390365600586e-01,9.536826014518737793e-01,9.373344779014587402e-01,5.428207516670227051e-01,4.744434654712677002e-01,4.770382344722747803e-01,5.097798109054565430e-01,4.124771356582641602e-01,4.029996991157531738e-01,4.382182061672210693e-01,5.423261523246765137e-01,7.542636990547180176e-01,1.000000000000000000e+00,9.541890025138854980e-01,8.315638899803161621e-01,7.715001702308654785e-01,7.338500022888183594e-01,7.072585821151733398e-01,1.000000000000000000e+00,9.407955408096313477e-01
1.493008434772491455e-01,1.493008434772491455e-01,1.508166193962097168e-01,1.552752107381820679e-01,1.653642356395721436e-01,1.876978725194931030e-01,2.267270982265472412e-01,3.275032639503479004e-01,4.241973459720611572e-01,4.977202415466308594e-01,6.846624016761779785e-01,9.067133069038391113e-01,8.250157833099365234e-01,8.638924360275268555e-01,1.000000000000000000e+00,4.160765409469604492e-01,2.936516702175140381e-01,2.489362806081771851e-01,2.162289321422576904e-01,1.956099271774291992e-01,1.748721450567245483e-01,1.677917242050170898e-01,1.559249013662338257e-01,1.559249013662338257e-01,1.559249013662338257e-01,1.559249013662338257e-01,1.635199636220932007e-01,1.636744439601898193e-01,1.709254980087280273e-01,1.878324598073959351e-01,1.876978725194931030e-01,1.653642356395721436e-01,1.552752107381820679e-01,1.508166193962097168e-01,1.493008434772491455e-01,5.114570856094360352e-01,1.000000000000000000e+00
9.479666948318481445e-01,8.268153667449951172e-01,7.527387738227844238e-01,7.054806351661682129e-01,6.659085154533386230e-01,2.303743809461593628e-01,1.827663034200668335e-01,1.577502638101577759e-01,1.454385519027709961e-01,1.275580525398254395e-01,1.237494871020317078e-01,1.190184429287910461e-01,1.190184429287910461e-01,1.223884969949722290e-01,1.231680437922477722e-01,1.330666691064834595e-01,1.378363221883773804e-01,1.410961300134658813e-01,1.528193503618240356e-01,1.666028499603271484e-01,1.695921123027801514e-01,1.632660925388336182e-01,1.517193466424942017e-01,1.400749087333679199e-01,1.336050331592559814e-01,1.252868026494979858e-01,1.245205178856849670e-01,1.245205178856849670e-01,1.292352974414825439e-01,1.330666691064834595e-01,1.426142305135726929e-01,1.666028499603271484e-01,2.076494693756103516e-01,1.000000000000000000e+00,9.747972488403320312e-01,4.333333373069763184e-01,7.474482655525207520e-01
4.586894810199737549e-01,3.864025473594665527e-01,3.400640487670898438e-01,3.160711824893951416e-01,3.045854270458221436e-01,2.958458364009857178e-01,2.958458364009857178e-01,2.986769378185272217e-01,3.307656943798065186e-01,3.681637644767761230e-01,3.766711950302124023e-01,3.871704936027526855e-01,3.589037358760833740e-01,2.870126068592071533e-01,2.870126068592071533e-01,3.071749210357666016e-01,3.745624423027038574e-01,5.122267603874206543e-01,6.968102455139160156e-01,7.264453172683715820e-01,3.516580164432525635e-01,3.174776732921600342e-01,3.174776732921600342e-01,4.151821732521057129e-01,5.117433071136474609e-01,3.141860365867614746e-01,3.084615170955657959e-01,3.091028332710266113e-01,4.437687397003173828e-01,6.624287962913513184e-01,9.006048440933227539e-01,1.000000000000000000e+00,9.460705518722534180e-01,9.122380018234252930e-01,8.900995850563049316e-01,1.000000000000000000e+00,8.342978954315185547e-01
2.570239603519439697e-01,2.648457884788513184e-01,2.685937881469726562e-01,2.799831032752990723e-01,2.979995608329772949e-01,3.378292918205261230e-01,3.271813690662384033e-01,2.771420776844024658e-01,2.570239603519439697e-01,2.646884620189666748e-01,2.881937623023986816e-01,3.633721470832824707e-01,7.526472210884094238e-01,9.337430000305175781e-01,8.785363435745239258e-01,1.000000000000000000e+00,8.147773146629333496e-01,8.136006593704223633e-01,4.505725800991058350e-01,4.162638187408447266e-01,3.799585998058319092e-01,3.493460416793823242e-01,3.229528963565826416e-01,2.939181327819824219e-01,2.775925993919372559e-01,2.702942490577697754e-01,2.671944499015808105e-01,3.024392724037170410e-01,3.463524281978607178e-01,3.494652509689331055e-01,2.993940412998199463e-01,2.857261896133422852e-01,2.684386670589447021e-01,2.596039474010467529e-01,2.570239603519439697e-01,9.510564804077148438e-01,1.000000000000000000e+00
7.803243398666381836e-01,5.840739011764526367e-01,5.016912221908569336e-01,4.487262964248657227e-01,4.259264767169952393e-01,4.132369458675384521e-01,4.056713283061981201e-01,4.108876287937164307e-01,4.358121454715728760e-01,4.593863487243652344e-01,4.830124974250793457e-01,5.043854117393493652e-01,4.137051999568939209e-01,3.868606686592102051e-01,3.898518979549407959e-01,4.169682562351226807e-01,5.237810015678405762e-01,8.405271768569946289e-01,8.820024728775024414e-01,4.491575360298156738e-01,4.044764041900634766e-01,3.986909985542297363e-01,4.013530015945434570e-01,4.822101294994354248e-01,5.539613366127014160e-01,4.256991147994995117e-01,4.035179316997528076e-01,4.044764041900634766e-01,4.532340466976165771e-01,6.873212456703186035e-01,9.937851428985595703e-01,1.000000000000000000e+00,9.301864504814147949e-01,8.979917168617248535e-01,8.805744647979736328e-01,1.000000000000000000e+00,8.372157812118530273e-01
